,reviewID,sentenceID,review,target,category,polarity
39,1058221,1058221:3,"however, it's the service that leaves a bad taste in my mouth.",service,SERVICE#GENERAL,negative
40,1058221,1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",waiter,SERVICE#GENERAL,negative
41,1058221,1058221:5,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",NULL,SERVICE#GENERAL,negative
42,1058221,1058221:6,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",NULL,RESTAURANT#GENERAL,negative
43,1058221,1058221:7,the last time i walked by it looked pretty empty. hmmm.,NULL,RESTAURANT#MISCELLANEOUS,negative
44,1062641,1062641:0,This place has got to be the best japanese restaurant in the new york area.,place,RESTAURANT#GENERAL,positive
45,1062641,1062641:1,I had a great experience.,NULL,RESTAURANT#GENERAL,positive
46,1062641,1062641:2,Food is great.,Food,FOOD#QUALITY,positive
47,1062641,1062641:3,Service is top notch.,Service,SERVICE#GENERAL,positive
48,1062641,1062641:4,I have been going back again and again.,NULL,RESTAURANT#GENERAL,positive
49,1064477,1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,FOOD#QUALITY,positive
50,1064477,1064477:1,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",NULL,FOOD#QUALITY,positive
51,1064477,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,"sushi,sushi","FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive"
52,1064477,1064477:3,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,FOOD#STYLE_OPTIONS,positive
53,1064477,1064477:4,We took advanatage of the half price sushi deal on saturday so it was well worth it.,"half price sushi deal,half price sushi deal","FOOD#QUALITY,FOOD#PRICES","positive,positive"
54,1074868,1074868:2,Surprisingly nothing could be further from the truth.,NULL,RESTAURANT#MISCELLANEOUS,positive
55,1074868,1074868:3,"In the evening, this place attracted a well dressed, with it, NY crowd.",crowd,RESTAURANT#MISCELLANEOUS,positive
56,1074868,1074868:4,The food was well prepared and the service impecable.,"food,service","FOOD#QUALITY,SERVICE#GENERAL","positive,positive"
57,1074868,1074868:5,I'm going back.,NULL,RESTAURANT#GENERAL,positive
58,1084394,1084394:1,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,NULL,AMBIENCE#GENERAL,positive
59,1084394,1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,"Prix Fixe menu,Prix Fixe menu,Prix Fixe menu","FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#PRICES","positive,positive,positive"
60,1084394,1084394:4,I will be going back and heartily recommend it!,NULL,RESTAURANT#GENERAL,positive
61,1086415,1086415:1,"It is terrific, as is the value.","NULL,NULL","FOOD#QUALITY,FOOD#PRICES","positive,positive"
62,1086415,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.","food,food,food","FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#PRICES","positive,positive,positive"
63,1086415,1086415:3,"I am not a vegetarian but, almost all the dishes were great.",dishes,FOOD#QUALITY,positive
64,1086415,1086415:5,Go hungry and enjoy.,NULL,RESTAURANT#GENERAL,positive
65,1086478,1086478:0,"The food here is rather good, but only if you like to wait for it.","food,NULL","FOOD#QUALITY,SERVICE#GENERAL","positive,negative"
66,1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","somosas,chai,chole,dhosas,dhal","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive,negative,negative"
67,1086478,1086478:2,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,SERVICE#GENERAL,negative
68,1086478,1086478:3,"The kitchen however, is almost always slow.",kitchen,SERVICE#GENERAL,negative
69,1086478,1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",food,FOOD#QUALITY,negative
70,1086478,1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","ambience,NULL","AMBIENCE#GENERAL,RESTAURANT#MISCELLANEOUS","positive,positive"
71,1090587,1090587:1,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view,LOCATION#GENERAL,positive
72,1090587,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"service,food,food","SERVICE#GENERAL,FOOD#QUALITY,FOOD#PRICES","positive,positive,positive"
73,1090587,1090587:3,The lava cake dessert was incredible and I recommend it.,lava cake dessert,FOOD#QUALITY,positive
74,1102681,1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",Cosette,AMBIENCE#GENERAL,positive
75,1102681,1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",restaurant,AMBIENCE#GENERAL,positive
76,1102681,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","food,French Onion soup,French Onion soup,desserts","FOOD#QUALITY,FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,negative,positive,negative"
77,1102681,1102681:3,"However, go for the ambience, and consider the food just a companion for a trip across the world!","ambience,food","AMBIENCE#GENERAL,FOOD#QUALITY","positive,neutral"
78,1118167,1118167:1,IT WAS HORRIBLE.,NULL,RESTAURANT#GENERAL,negative
79,1118167,1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,"pizza,cheese","FOOD#QUALITY,FOOD#QUALITY","negative,negative"
80,1118167,1118167:3,It looked like shredded cheese partly done - still in strips.,NULL,FOOD#STYLE_OPTIONS,negative
81,1119578,1119578:0,This has got to be one of the most overrated restaurants in Brooklyn.,NULL,RESTAURANT#GENERAL,negative
82,1119578,1119578:1,The pizza is overpriced and soggy.,"pizza,pizza","FOOD#QUALITY,FOOD#PRICES","negative,negative"
83,1119578,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","ingredients,pizza,crust","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","positive,negative,negative"
84,1119578,1119578:3,"A big disappointment, all around.",NULL,RESTAURANT#GENERAL,negative
85,1123262,1123262:0,I think I've had some the best meals of my life at minnow.,meals,FOOD#QUALITY,positive
86,1123262,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","seafood,wine list,menu","FOOD#QUALITY,DRINKS#STYLE_OPTIONS,FOOD#STYLE_OPTIONS","positive,positive,positive"
87,1123262,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,ingredients,FOOD#QUALITY,positive
88,1123262,1123262:3,Worth the trip from Manhattan.,NULL,RESTAURANT#GENERAL,positive
89,1125006,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,"Pastrami,portion","FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive"
90,1125006,1125006:3,My wife had the fried shrimp which are huge and loved it.,"fried shrimp,fried shrimp","FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,positive"
91,1125284,1125284:0,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",place,RESTAURANT#GENERAL,positive
92,1125284,1125284:1,This place is the most Japanese it can ever get.,place,RESTAURANT#MISCELLANEOUS,positive
93,1125284,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.","signs,specials menus,food,waitstaff","RESTAURANT#MISCELLANEOUS,FOOD#STYLE_OPTIONS,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive,positive"
94,1125284,1125284:3,This place is worth an one-hour drive.,place,RESTAURANT#GENERAL,positive
95,1125284,1125284:4,"I am so coming back here again, as much as I can.",NULL,RESTAURANT#GENERAL,positive
96,1126814,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","Leon,Leon,specials,atmosphere,French bistro fare","RESTAURANT#GENERAL,AMBIENCE#GENERAL,FOOD#QUALITY,AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive,positive,positive,positive"
97,1126814,1126814:1,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,SERVICE#GENERAL,positive
98,1126814,1126814:3,Decent wine at reasonable prices.,"wine,wine","DRINKS#QUALITY,DRINKS#PRICES","neutral,positive"
99,1126814,1126814:4,Have been dozens of times and never failed to enjoy the experience.,NULL,RESTAURANT#GENERAL,positive
100,1126814,1126814:5,"Our teenage kids love it, too.",NULL,RESTAURANT#GENERAL,positive
101,1126886,1126886:0,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",Zucchero Pomodori,RESTAURANT#GENERAL,positive
102,1126886,1126886:1,This is by far my favorite place in the neighborhood.,place,RESTAURANT#GENERAL,positive
103,1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","service,decor,food,portions","SERVICE#GENERAL,AMBIENCE#GENERAL,FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive,positive,positive"
104,1126886,1126886:4,I'm partial to the Gnocchi.,Gnocchi,RESTAURANT#GENERAL,positive
105,1131595,1131595:0,This place is incredibly tiny.,place,RESTAURANT#MISCELLANEOUS,negative
106,1131595,1131595:1,They refuse to seat parties of 3 or more on weekends.,NULL,SERVICE#GENERAL,negative
107,1131595,1131595:2,The hostess is rude to the point of being offensive.,hostess,SERVICE#GENERAL,negative
108,1131595,1131595:3,The food was bland oily.,food,FOOD#QUALITY,negative
109,1131595,1131595:4,I just don't understand all the hype...,NULL,RESTAURANT#GENERAL,negative
110,1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.","food,wine,service","FOOD#QUALITY,DRINKS#QUALITY,SERVICE#GENERAL","positive,positive,positive"
111,1138996,1138996:2,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,SERVICE#GENERAL,positive
112,1138996,1138996:3,As always we had a great glass of wine while we waited.,glass of wine,DRINKS#QUALITY,positive
113,1138996,1138996:4,"When we sat, we got great and fast service.",service,SERVICE#GENERAL,positive
114,1138996,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.,people,SERVICE#GENERAL,positive
115,1138996,1138996:6,Make sure you try this place as often as you can.,place,RESTAURANT#GENERAL,positive
116,1145510,1145510:0,This is a fun restaurant to go to.,restaurant,RESTAURANT#GENERAL,positive
117,1145510,1145510:1,The pizza is yummy and I like the atmoshpere.,"pizza,atmoshpere","FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive"
118,1145510,1145510:2,But the pizza is way to expensive.,pizza,FOOD#PRICES,negative
119,1145510,1145510:3,"A large is $20, and toppings are about $3 each.","NULL,toppings","FOOD#PRICES,FOOD#PRICES","negative,negative"
120,1147082,1147082:0,I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,FOOD#QUALITY,negative
121,1147082,1147082:1,Sauce was watery and the food didn't have much flavor.,"Sauce,food","FOOD#QUALITY,FOOD#QUALITY","negative,negative"
122,1147082,1147082:3,I don't think I would go again.,NULL,RESTAURANT#GENERAL,negative
123,1147211,1147211:0,This place is great.,place,RESTAURANT#GENERAL,positive
124,1147211,1147211:1,I had a huge group for my birthday and we were well taken care of.,NULL,SERVICE#GENERAL,positive
125,1147211,1147211:2,The waitress was very patient with us and the food is phenomenal!,"waitress,food","SERVICE#GENERAL,FOOD#QUALITY","positive,positive"
126,1147211,1147211:3,"Service was prompt, friendly and great.",Service,SERVICE#GENERAL,positive
127,1147211,1147211:4,Slightly on the pricey side but worth it!,"NULL,NULL","RESTAURANT#PRICES,RESTAURANT#GENERAL","negative,positive"
128,1153034,1153034:0,Great pizza and fantastic service.,"pizza,service","FOOD#QUALITY,SERVICE#GENERAL","positive,positive"
129,1153034,1153034:1,"There was a small wait, but shorter than I expected.",wait,SERVICE#GENERAL,positive
130,1153034,1153034:2,Located at the end of a magnificent block.,block,LOCATION#GENERAL,positive
131,1153034,1153034:3,Very cozy and warm inside.....,NULL,AMBIENCE#GENERAL,positive
132,1153034,1153034:4,I will be back!,NULL,RESTAURANT#GENERAL,positive
133,1154550,1154550:0,This is the best sushi in new york city - hands down.,sushi,FOOD#QUALITY,positive
134,1154550,1154550:1,The place is small and cramped but the food is fantastic.,"place,food","AMBIENCE#GENERAL,FOOD#QUALITY","negative,positive"
135,1154550,1154550:2,Get the tuna of gari.,tuna of gari,FOOD#QUALITY,positive
136,1162037,1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","sushi,thai food,Planet Thailand","FOOD#QUALITY,FOOD#QUALITY,RESTAURANT#GENERAL","positive,positive,positive"
137,1162037,1162037:1,"With the great variety on the menu , I eat here often and never get bored .",menu,FOOD#STYLE_OPTIONS,positive
138,1162037,1162037:2,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .","atmosphere,NULL","AMBIENCE#GENERAL,RESTAURANT#PRICES","neutral,positive"
139,1162037,1162037:3,It's all about the food !!,food,FOOD#QUALITY,positive
140,1167434,1167434:1,first it took us a long time to find the place.,place,RESTAURANT#MISCELLANEOUS,negative
141,1167434,1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,FOOD#STYLE_OPTIONS,negative
142,1167434,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.","rolls,rolls,sashimi","FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#QUALITY","neutral,negative,negative"
143,1167434,1167434:6,"they were dry and disgusting, i didn't even finish my first piece.",NULL,FOOD#QUALITY,negative
144,1175958,1175958:0,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,NULL,SERVICE#GENERAL,positive
145,1175958,1175958:1,"Try the crunchy tuna, it is to die for.",crunchy tuna,FOOD#QUALITY,positive
146,1175958,1175958:2,"Try everything for that matter, it is all good.",NULL,FOOD#QUALITY,positive
147,1175958,1175958:3,I have been going there since it opened and I can't get enough.,NULL,RESTAURANT#GENERAL,positive
148,1189674,1189674:0,First went here to enjoy their garden terrace.,garden terrace,AMBIENCE#GENERAL,positive
149,1189674,1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","food,service","FOOD#QUALITY,SERVICE#GENERAL","positive,positive"
150,1189674,1189674:2,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,FOOD#STYLE_OPTIONS,positive
151,1189674,1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","open kitchen,restaurant","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,negative"
152,1189674,1189674:4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","wine selection,Gigondas,house champagne","DRINKS#STYLE_OPTIONS,DRINKS#QUALITY,DRINKS#PRICES","positive,positive,positive"
153,1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","NULL,vibe,French food","AMBIENCE#GENERAL,AMBIENCE#GENERAL,FOOD#QUALITY","neutral,positive,positive"
154,1189674,1189674:6,"Have recommended the place to friends, always gets good response.",place,RESTAURANT#MISCELLANEOUS,positive
155,1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","crust,pizza","FOOD#QUALITY,FOOD#QUALITY","positive,positive"
156,1199292,1199292:3,I take all my NYC guests to VT's.,VT's,RESTAURANT#MISCELLANEOUS,positive
157,1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","neighborhood,food","LOCATION#GENERAL,FOOD#QUALITY","positive,positive"
158,1199480,1199480:1,I've been there three times and have always had wonderful experiences.,NULL,RESTAURANT#GENERAL,positive
159,1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"setting,service,NULL","AMBIENCE#GENERAL,SERVICE#GENERAL,RESTAURANT#MISCELLANEOUS","positive,positive,positive"
160,1205520,1205520:0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,Mizu,RESTAURANT#GENERAL,positive
161,1205520,1205520:1,Even after they overcharged me the last time I was there.,NULL,SERVICE#GENERAL,negative
162,1205520,1205520:2,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll,FOOD#QUALITY,positive
163,1205520,1205520:3,it's delicious!,NULL,FOOD#QUALITY,positive
164,1212346,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!","Moules,lobster ravioli","FOOD#QUALITY,FOOD#QUALITY","positive,negative"
165,1212346,1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',SERVICE#GENERAL,negative
166,1212346,1212346:2,"Told us to sit anywhere, and when we sat he said the table was reserved.",NULL,SERVICE#GENERAL,negative
167,1212346,1212346:3,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,NULL,SERVICE#GENERAL,negative
168,1212346,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,"dessert,dessert","FOOD#STYLE_OPTIONS,FOOD#PRICES","negative,negative"
169,1221938,1221938:0,The drinks are always welll made and wine selection is fairly priced.,"drinks,wine selection","DRINKS#QUALITY,DRINKS#PRICES","positive,positive"
170,1221938,1221938:1,Try their chef's specials-- they are to die for.,chef's specials,FOOD#QUALITY,positive
171,1221938,1221938:2,"Service is not exactly five star, but thats not really a big deal.",Service,SERVICE#GENERAL,neutral
172,1221938,1221938:3,Downstairs lounge is always a good attraction,Downstairs lounge,AMBIENCE#GENERAL,positive
173,1225162,1225162:0,"Raga's is a romantic, cozy restaurant.",Raga's,AMBIENCE#GENERAL,positive
174,1225162,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,"exotic food,exotic food","FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,positive"
175,1225162,1225162:2,It is also extremely well priced.,NULL,FOOD#PRICES,positive
176,1225162,1225162:3,The staff is incredibly helpful and attentive.,staff,SERVICE#GENERAL,positive
177,1225162,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,"bar,beers,wines","DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#PRICES","positive,positive,positive"
178,1225162,1225162:5,This is one of my favorite restaurants and it is not to be missed.,NULL,RESTAURANT#GENERAL,positive
179,1225162,1225162:6,Your friends will thank you for introducing them to this gem!,NULL,RESTAURANT#GENERAL,positive
180,1227999,1227999:0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",Leon,RESTAURANT#GENERAL,negative
181,1227999,1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,SERVICE#GENERAL,negative
182,1227999,1227999:2,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",NULL,SERVICE#GENERAL,negative
183,1227999,1227999:3,Such a disappointment...,NULL,SERVICE#GENERAL,negative
184,1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one","service,food,NULL","SERVICE#GENERAL,FOOD#QUALITY,RESTAURANT#GENERAL","negative,neutral,negative"
185,1230993,1230993:0,I had a grat time at Jekyll and Hyde!,Jekyll and Hyde,RESTAURANT#GENERAL,positive
186,1230993,1230993:1,I loved everythig about it-especially the shows and actors.,"NULL,shows,actors","RESTAURANT#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,positive,positive"
187,1230993,1230993:2,Our server was very helpful and friendly.,server,SERVICE#GENERAL,positive
188,1230993,1230993:3,I am bringing my whole family back next time.,NULL,RESTAURANT#MISCELLANEOUS,positive
189,1230993,1230993:4,The food was good too.,food,FOOD#QUALITY,positive
190,1232468,1232468:0,The tuna and wasabe potatoes are excellent.,"tuna,wasabe potatoes","FOOD#QUALITY,FOOD#QUALITY","positive,positive"
191,1232468,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,LOCATION#GENERAL,positive
192,1232468,1232468:2,"Inside is a little cramped, but to be expected.",NULL,AMBIENCE#GENERAL,neutral
193,1232468,1232468:3,Service was prompt and courteous.,Service,SERVICE#GENERAL,positive
194,1232468,1232468:4,This was a repeat visit and we'll definitely be back again.,NULL,RESTAURANT#GENERAL,positive
195,1241906,1241906:0,"Great service, great food.","service,food","SERVICE#GENERAL,FOOD#QUALITY","positive,positive"
196,1241906,1241906:1,Prices are in line.,NULL,RESTAURANT#PRICES,neutral
197,1241906,1241906:3,But too far east!,NULL,LOCATION#GENERAL,negative
198,1253117,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","pizza,fresh mozzarella","FOOD#QUALITY,FOOD#QUALITY","positive,positive"
199,1253117,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,FOOD#STYLE_OPTIONS,negative
200,1253117,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.","NULL,NULL","FOOD#QUALITY,FOOD#STYLE_OPTIONS","negative,negative"
201,1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"Wait staff,pie","SERVICE#GENERAL,FOOD#QUALITY","negative,positive"
202,1256373,1256373:0,By far the best salad I have had in a fast food restaurant.,salad,FOOD#QUALITY,positive
203,1256373,1256373:1,fine dining restaurant quality.,dining,FOOD#QUALITY,positive
204,1256373,1256373:2,Over 100 different choices to create your own.,NULL,FOOD#STYLE_OPTIONS,positive
205,1256373,1256373:3,A must try!,NULL,RESTAURANT#GENERAL,positive
206,1264954,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant,RESTAURANT#GENERAL,positive
207,1264954,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","NULL,NULL","FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive"
208,1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","chicken pot pie,cheeseburger,cheeseburger,service","FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive,positive"
209,1264954,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",NULL,RESTAURANT#GENERAL,positive
