,id,review,opinion,label,preprocessed
18,1189674:0,First went here to enjoy their garden terrace.,enjoy,positive,"['first', 'went', 'enjoy', 'garden', 'terrace']"
19,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,intimate,positive,"['id', 'highly', 'recommend', 'special', 'occasion', 'provides', 'intimate', 'setting', 'nice', 'service']"
20,1221938:3,Downstairs lounge is always a good attraction,attraction,positive,"['downstairs', 'lounge', 'always', 'good', 'attraction']"
21,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,wonderful|6th,positive,"['outdoor', 'atmosphere', 'sitting', 'sidewalk', 'watching', 'world', 'go', '', 'foot', 'away', 'th', 'avenue', 'cool', 'evening', 'wonderful']"
22,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",vibrant|right|several|right,positive,"['decor', 'vibrant', 'eyepleasing', 'several', 'semiprivate', 'boths', 'right', 'side', 'dining', 'hall', 'great', 'date']"
23,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",time|band,positive,"['first', 'time', 'went', 'completely', 'taken', 'live', 'jazz', 'band', 'atmosphere', 'ordered', 'lobster', 'cobb', 'salad']"
24,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,hidden,positive,"['place', 'decor', 'hidden', 'bathroom', 'made', 'good', 'laugh']"
25,1335154:1,"Great vibe, lots of people.",great|great,positive,"['great', 'vibe', 'lot', 'people']"
26,1335154:4,"I didn't complain, I liked the atmosphere so much.",liked,positive,"['complain', 'liked', 'atmosphere', 'much']"
27,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",cute,positive,"['ambience', 'cute', 'quaint', 'good', 'business', 'although', 'vacation']"
28,1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,noisy,negative,"['atmosphere', 'noisy', 'waiter', 'literally', 'walking', 'around', 'thing', 'fast']"
29,1357554:4,It's a nice place to relax and have conversation.,nice,positive,"['nice', 'place', 'relax', 'conversation']"
30,1367358:3,"Ambience is delightful, service impeccable.",delightful,positive,"['ambience', 'delightful', 'service', 'impeccable']"
31,1380450:2,Service was also horrible and the ambience is not that great.,great,negative,"['service', 'also', 'horrible', 'ambience', 'great']"
32,1390357:2,"I like the ambience, it's very dark and original.",dark,positive,"['like', 'ambience', 'dark', 'original']"
33,1394712:4,"However, I think this place is a good hang out spot.",good|hang,positive,"['however', 'think', 'place', 'good', 'hang', 'spot']"
34,1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",romantic,negative,"['first', 'place', 'romantic', 'claimed', 'citysearchs', 'editorial', 'review']"
35,1404042:3,"Cute place, nice wait staff but would never go there again.",cute,positive,"['cute', 'place', 'nice', 'wait', 'staff', 'would', 'never', 'go']"
36,1413697:2,The place is so cool and the service is prompt and curtious.,cool,positive,"['place', 'cool', 'service', 'prompt', 'curtious']"
37,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,elegant,positive,"['dining', 'room', 'quietly', 'elegant', 'music', 'shout', 'refreshing']"
38,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,breathtaking,positive,"['view', 'breathtaking', 'service', 'top', 'notch', 'ambiance', 'wonderfull']"
39,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",small,negative,"['place', 'small', 'intimate', 'may', 'feel', 'little', 'crowded', 'service', 'excellent', 'great', 'friend', 'romantic', 'date', 'special', 'occassion']"
40,1451107:0,This place is so much fun.,fun,positive,"['place', 'much', 'fun']"
41,1457607:0,The place is a lot of fun.,-|-,positive,"['place', 'lot', 'fun']"
42,1471273:4,Zero ambiance to boot.,-,negative,"['zero', 'ambiance', 'boot']"
43,1476493:2,"The ambience was nice, but service wasn't so great.",nice,positive,"['ambience', 'nice', 'service', 'great']"
44,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",special|special|nothing,positive,"['atmosphere', 'nothing', 'special', 'feel', 'like', 'sushi', 'establishment', 'tokyo']"
45,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,japanese,positive,"['owner', 'staff', 'japanese', 'well', 'add', 'entire', 'ambiance']"
46,1506491:2,Check out the secret back room.,back,positive,"['check', 'secret', 'back', 'room']"
47,1572033:1,Decor is nice though service can be spotty.,nice,positive,"['decor', 'nice', 'though', 'service', 'spotty']"
48,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",experience,positive,"['eating', 'atmosphere', 'save', 'desk', 'disappointing', 'experience']"
49,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,uncomfortable,negative,"['seat', 'uncomfortable', 'sitting', 'wall', 'wooden', 'bench']"
50,1632445:3,The service is good and ambience is good for a date or group outing.,good,positive,"['service', 'good', 'ambience', 'good', 'date', 'group', 'outing']"
51,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,great,positive,"['almost', 'hesititate', 'write', 'review', 'atmosphere', 'great', 'would', 'hate', 'become', 'crowded']"
52,1661043:4,Decor is charming.,charming,positive,"['decor', 'charming']"
53,1707201:2,The place was nice and calm.,nice,positive,"['place', 'nice', 'calm']"
54,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",pleasant,positive,"['back', 'garden', 'sitting', 'area', 'pleasant', 'see', 'personal', 'herb', 'garden']"
55,1730127:2,"Always a nice crowd, but never loud.",nice,positive,"['always', 'nice', 'crowd', 'never', 'loud']"
56,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",unattractive|more,negative,"['calling', 'place', 'hampton', 'chutney', 'co', 'warn', 'folk', 'offer', 'style', 'substance', 'unattractive', 'room', 'unhelpful', 'clerk', 'dearth', 'former']"
57,445960:0,"This is such a lovely, peaceful place to eat outside.",lovely,positive,"['lovely', 'peaceful', 'place', 'eat', 'outside']"
58,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",great,positive,"['great', 'place', 'take', 'outoftowners', 'perfect', 'watching', 'sunset']"
59,475298:3,The location is perfect.,perfect,positive,"['location', 'perfect']"
60,475512:2,"Well, this place is so Ghetto its not even funny.",ghetto,negative,"['well', 'place', 'ghetto', 'even', 'funny']"
61,476473:2,Great atmoshere and worth every bit.,great,positive,"['great', 'atmoshere', 'worth', 'every', 'bit']"
62,485966:1,The place was quiet and delightful.,quiet,positive,"['place', 'quiet', 'delightful']"
63,490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",best|best,positive,"['best', 'part', 'l', 'late', 'night', 'atmosphere', 'delightfully', 'free', 'bts']"
64,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,great|great,positive,"['summereat', 'outside', 'terrace', 'another', 'great', 'feature', 'suan']"
65,496132:1,The setting is casual and romantic.,casual,positive,"['setting', 'casual', 'romantic']"
66,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",dim,negative,"['wait', 'long', 'dim', 'sum', 'like', 'sharing', 'table', 'typical', 'raucous', 'dim', 'sum', 'atmosphere', 'gig', 'sleek', 'chinatown', 'alternative']"
67,519425:4,The place itself is beautiful the bar scene seems to be happening.,beautiful,positive,"['place', 'beautiful', 'bar', 'scene', 'seems', 'happening']"
68,535171:1,Not the typical NYC gimmick theme restaurant.,typical|typical,positive,"['typical', 'nyc', 'gimmick', 'theme', 'restaurant']"
69,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,cozy,positive,"['cozy', 'romantic', 'atomosphere', 'around', '', 'table']"
70,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",spectacular|main,positive,"['sitting', 'main', 'dining', 'room', 'spectacular', 'handpainted', 'high', 'ceiling', 'never', 'know', 'world', 'outside']"
71,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,warmer,positive,"['warm', 'friendly', 'winter', 'terrific', 'outdoor', 'seating', 'warmer', 'month']"
72,626269:2,The design and atmosphere is just as good.,good|good,positive,"['design', 'atmosphere', 'good']"
73,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,italian,positive,"['jukebox', 'play', 'everything', 'italian', 'opera', 'stroke']"
74,680390:0,"Toons has recently been redone, so it's now a very attractive space.",attractive|attractive,positive,"['toon', 'recently', 'redone', 'attractive', 'space']"
75,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",perfect,positive,"['recently', 'decided', 'try', 'location', 'delight', 'outdoor', 'seating', 'perfect', 'since', 'yorkie']"
76,709294:2,Indoor was very cozy and cute.,indoor,positive,"['indoor', 'cozy', 'cute']"
77,717570:1,The decor is very simple but comfortable.,simple,positive,"['decor', 'simple', 'comfortable']"
78,735448:1,"whoever the jazz duo was, they were on POINT.",-,positive,"['whoever', 'jazz', 'duo', 'point']"
79,737999:3,Atmosphere is nice and relaxed too...,nice,positive,"['atmosphere', 'nice', 'relaxed']"
80,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",love|nice|nice|character,positive,"['love', 'scene', 'first', 'place', 'character', 'nice', 'light', 'itvery', 'fortunate', 'location', 'wise']"
81,955711:2,LOVE the atmosphere - felt like I was in Paris.,love,positive,"['love', 'atmosphere', 'felt', 'like', 'paris']"
82,Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",-|-|-|-,negative,"['space', 'kind', 'feel', 'like', 'alice', 'wonderland', 'setting', 'without', 'trying']"
83,TR#3:0,Great place to relax and enjoy your dinner,great,positive,"['great', 'place', 'relax', 'enjoy', 'dinner']"
84,TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,-|-,positive,"['something', 'atmosphere', 'make', 'come', 'back', 'nearly', 'every', 'week']"
85,Y#6:3,"In the summer months, the back garden area is really nice.",nice,positive,"['summer', 'month', 'back', 'garden', 'area', 'really', 'nice']"
86,TR#1:3,I highly recommend this beautiful place.,recommend,positive,"['highly', 'recommend', 'beautiful', 'place']"
87,TR#8:6,Nice view of river and NYC.,nice,positive,"['nice', 'view', 'river', 'nyc']"
88,Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",great,positive,"['short', 'sweet', '', 'seating', 'greatits', 'romanticcozy', 'private']"
89,CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,-,positive,"['drawn', 'belly', 'dancing', 'show', 'captivated', 'crowd']"
90,BzG#2:2,The atmosphere is relaxed and casual.,casual,positive,"['atmosphere', 'relaxed', 'casual']"
