,id,review,opinion,label,preprocessed
13,1340075:1,"They have it all -- great price, food, and service.",great,positive,"['great', 'price', 'food', 'service']"
14,1398844:3,Slightly above average wines start at $70+ with only one selection listed at $30+.,average,negative,"['slightly', 'average', 'wine', 'start', '', 'one', 'selection', 'listed', '']"
15,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,greatest|greatest|food|food|food,positive,"['food', 'get', 'pricey', 'prixe', 'fixe', 'tasting', 'menu', 'greatest', 'food', 'good', 'price', 'cater', 'food', 'food', 'allergy', 'food', 'like']"
16,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",mortal|last,positive,"['known', 'secret', 'last', '', 'year', 'emiliothe', 'godfather', 'continued', 'serve', 'food', 'wine', 'god', 'mortal', 'price']"
17,1538149:0,"I found the food, service and value exceptional everytime I have been there.",exceptional,positive,"['found', 'food', 'service', 'value', 'exceptional', 'everytime']"
18,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",worth,positive,"['place', 'pricey', 'yes', 'food', 'worth', 'service', 'make', 'feel', 'like', 'paying', 'quater', 'price']"
19,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,average,negative,"['ate', 'week', 'ago', 'found', 'dish', 'average', 'best', 'expensive']"
20,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",nasty|small,positive,"['cheap', 'mean', 'portion', 'small', 'food', 'nasty', 'great']"
21,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",-|-|-,negative,"['also', 'sandwich', 'nearing', '', 'come', 'anything', 'like', 'chip', 'side']"
22,1632445:5,"Even though its good seafood, the prices are too high.",good,positive,"['even', 'though', 'good', 'seafood', 'price', 'high']"
23,1655504:1,Cheese plate is a varied delight and great bargain at $10.,delight|delight|bargain,positive,"['cheese', 'plate', 'varied', 'delight', 'great', 'bargain', '']"
24,1655504:4,Wine list is extensive without being over-priced.,extensive,positive,"['wine', 'list', 'extensive', 'without', 'overpriced']"
25,1655521:2,"The food was very good, a great deal, and the place its self was great.",good,positive,"['food', 'good', 'great', 'deal', 'place', 'self', 'great']"
26,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices|tasty,positive,"['ambience', 'fun', 'price', 'great', 'top', 'fact', 'food', 'really', 'tasty']"
27,1671113:1,The food is great and reasonably priced.,great,positive,"['food', 'great', 'reasonably', 'priced']"
28,1748813:1,All of the pizzas are terrific and the price is even better!,terrific,positive,"['pizza', 'terrific', 'price', 'even', 'better']"
29,404464:3,I expected quite a bit more from such an expensive menu.,expensive,negative,"['expected', 'quite', 'bit', 'expensive', 'menu']"
30,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,authentic,positive,"['authentic', 'taiwanese', 'food', 'thats', 'cheap', 'could', 'ask']"
31,436868:2,"The sandwiches are dry, tasteless and way overpriced.",dry,negative,"['sandwich', 'dry', 'tasteless', 'way', 'overpriced']"
32,475298:2,Food is great and inexpensive.,great,positive,"['food', 'great', 'inexpensive']"
33,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",recommend|shanty,positive,"['get', 'completely', 'delish', 'martini', 'glass', 'thats', '', '', 'drink', '', 'recommend', 'vanilla', 'shanty', 'mmmm', 'great', 'homey', 'setting', 'great', 'music']"
34,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",worth,positive,"['rest', 'dim', 'sum', 'though', 'pricey', 'chinatown', 'standard', 'worth']"
35,507937:2,Spreads and toppings are great - though a bit pricey.,great,positive,"['spread', 'topping', 'great', 'though', 'bit', 'pricey']"
36,512294:0,"Great food, great prices, great service.",great,positive,"['great', 'food', 'great', 'price', 'great', 'service']"
37,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,extensive,positive,"['wine', 'list', 'extensive', 'easily', 'hike', 'otherwise', 'reasonably', 'priced', 'meal']"
38,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,great|good,positive,"['food', 'great', 'good', 'selecion', 'wine', 'reasonable', 'price']"
39,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,good|overpriced,positive,"['ravioli', 'goodbut', 'say', 'found', 'everything', 'bit', 'overpriced']"
40,624715:4,"Just straight up cheap, good food.",good,positive,"['straight', 'cheap', 'good', 'food']"
41,626269:3,bottles of wine are cheap and good.,cheap|cheap,positive,"['bottle', 'wine', 'cheap', 'good']"
42,657129:3,the drinks are amazing and half off till 8pm.,amazing,positive,"['drink', 'amazing', 'half', 'till', 'pm']"
43,720418:4,Great food and the prices are very reasonable.,reasonable,positive,"['great', 'food', 'price', 'reasonable']"
44,720620:5,Simply some good tasting Chinese food at incredible prices...,good|good,positive,"['simply', 'good', 'tasting', 'chinese', 'food', 'incredible', 'price']"
45,735448:2,"good music, great food, speedy service affordable prices.",good|good,positive,"['good', 'music', 'great', 'food', 'speedy', 'service', 'affordable', 'price']"
46,740923:2,Price and quality of fish alone will keep us from making a return visit.,-,negative,"['price', 'quality', 'fish', 'alone', 'keep', 'u', 'making', 'return', 'visit']"
47,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",trendy|trendy,positive,"['fabulous', 'decor', 'make', 'feel', 'like', 'trendy', 'manhattan', 'restaurant', 'good', 'food', 'cheaplypriced', 'generally', 'friendly', 'staff', 'manhattanite', 'spend', 'time', 'manhattan', 'rice', 'avenue', 'make', 'feel', 'homevery', 'sohovillageupper', 'west', 'side', 'minus', 'expensive', 'price', 'pretentious', 'clienteleall', 'roosevelt', 'avenue']"
48,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,side,negative,"['relatively', 'new', 'area', 'tried', 'pick', 'bgel', 'nd', 'disappointed', 'service', 'thought', 'food', 'overated', 'pricey', 'side']"
49,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,solid,positive,"['baluchi', 'solid', 'food', 'nice', 'decor', 'reasonable', 'price']"
50,Z#3:2,"I paid just about $60 for a good meal, though :)",good,positive,"['paid', '', 'good', 'meal', 'though']"
51,TM#7:0,Excellent food for great prices,excellent,positive,"['excellent', 'food', 'great', 'price']"
52,P#10:3,And $11 for a plate of bland guacamole?,bland|bland,negative,"['', 'plate', 'bland', 'guacamole']"
53,TM#3:3,"The food was good, the place was clean and affordable.",good,positive,"['food', 'good', 'place', 'clean', 'affordable']"
54,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",flavorful,positive,"['food', 'flavorful', 'plentiful', 'reasonably', 'priced']"
55,TVU#6:3,The martinis are amazing and very fairly priced.,amazing,positive,"['martini', 'amazing', 'fairly', 'priced']"
56,CLF#3:13,"However, our $14 drinks were were horrible!",horrible,negative,"['however', '', 'drink', 'horrible']"
57,CLF#3:23,I would not expect this for a $55 dinner.,-,negative,"['would', 'expect', '', 'dinner']"
58,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",enjoy|food|food,negative,"['time', 'left', 'wallet', 'empy', 'stomach', 'missed', 'show', 'supposed', 'see', 'following', 'dinner', 'would', 'acceptable', 'got', 'enjoy', 'experience', 'good', 'food', 'belly', 'dancer']"
59,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",good,positive,"['food', 'good', 'little', 'expensive', 'side', 'fresh']"
60,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",indian,positive,"['prepared', 'spend', 'remember', 'ask', 'something', 'offer', 'complimentary', 'place', 'go', 'indian', 'food']"
61,BG#8:3,The lunch buffet is expensive but is deff worth it.,expensive|expensive,positive,"['lunch', 'buffet', 'expensive', 'deff', 'worth']"
62,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",fresh|good|great|kimchi|salad,positive,"['meat', 'fresh', 'sauce', 'great', 'get', 'kimchi', 'salad', 'free', 'meal', 'service', 'good']"
63,TR#5:6,"Price is high but the food is good, so I would come back again.",good,positive,"['price', 'high', 'food', 'good', 'would', 'come', 'back']"
64,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",fishy|fishy|fishy|fishy|fishy|fishy,negative,"['took', 'one', 'bite', '', 'salmon', 'never', '', 'year', 'going', 'restaurant', 'tasted', 'salmon', 'fishy', 'dry', 'bland', 'one', 'flatbush', 'farm']"
65,BHD#8:1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",hot|hot|dog,positive,"['first', 'glance', 'place', 'seems', 'bit', 'pricey', 'hot', 'dog', 'joint', 'bark', 'get', 'average', 'hot', 'dog']"
66,WE#1:3,"The bread was stale, the salad was overpriced and empty.",stale,negative,"['bread', 'stale', 'salad', 'overpriced', 'empty']"
67,1004293:3,The food was lousy - too sweet or too salty and the portions tiny.,lousy|tiny,negative,"['food', 'lousy', 'sweet', 'salty', 'portion', 'tiny']"
68,1014458:0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",consistently,positive,"['eaten', 'saul', 'many', 'time', 'food', 'always', 'consistently', 'outrageously', 'good']"
69,1014458:2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,amazing|amazing,positive,"['duck', 'confit', 'always', 'amazing', 'foie', 'gras', 'terrine', 'fig', 'world']"
70,1016296:4,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,greasy|greasy|dry|loud|greasy,negative,"['chow', 'fun', 'dry', 'pork', 'shu', 'mai', 'usually', 'greasy', 'share', 'table', 'loud', 'rude', 'family']"
71,1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,positive,"['everything', 'always', 'cooked', 'perfection', 'service', 'excellent', 'decor', 'cool', 'understated']"
72,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",average,negative,"['food', 'averagethe', 'thai', 'fusion', 'stuff', 'bit', 'sweet', 'every', 'thing', 'serve', 'sweet']"
73,1041457:3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,only|chicken,positive,"['thing', 'moderately', 'enjoyed', 'grilled', 'chicken', 'special', 'edamame', 'puree']"
74,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,more,positive,"['never', 'edamame', 'pureed', 'thought', 'innovative', 'tasty', 'couldve', 'used', 'bit', 'salt']"
75,1053543:2,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",extensive,positive,"['sake', 'list', 'extensive', 'looking', 'purple', 'haze', 'listed', 'made', 'u', 'upon', 'request']"
76,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",good|awesome|good|tempura|awesome,positive,"['spicy', 'tuna', 'roll', 'unusually', 'good', 'rock', 'shrimp', 'tempura', 'awesome', 'great', 'appetizer', 'share']"
77,1062641:2,Food is great.,great,positive,"['food', 'great']"
78,1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",heavenly|heavenly|heavenly|heavenly|heavenly|heavenly|heavenly,positive,"['tend', 'judge', 'sushi', 'restaurant', 'sea', 'urchin', 'heavenly', 'sushi', 'rose']"
79,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,fresh,positive,"['sushi', 'seemed', 'pretty', 'fresh', 'adequately', 'proportioned']"
80,1064477:3,The rice to fish ration was also good--they didn't try to overpack the rice.,good|good,positive,"['rice', 'fish', 'ration', 'also', 'goodthey', 'try', 'overpack', 'rice']"
81,1074868:4,The food was well prepared and the service impecable.,prepared,positive,"['food', 'well', 'prepared', 'service', 'impecable']"
82,1086415:3,"I am not a vegetarian but, almost all the dishes were great.",great,positive,"['vegetarian', 'almost', 'dish', 'great']"
83,1086478:0,"The food here is rather good, but only if you like to wait for it.",good,positive,"['food', 'rather', 'good', 'like', 'wait']"
84,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dissapointing|dissapointing|dissapointing,positive,"['like', 'somosas', 'chai', 'chole', 'dhosas', 'dhal', 'kinda', 'dissapointing']"
85,1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",bland,negative,"['also', 'specify', 'like', 'food', 'spicy', 'rather', 'bland']"
86,1090587:3,The lava cake dessert was incredible and I recommend it.,incredible|incredible|incredible,positive,"['lava', 'cake', 'dessert', 'incredible', 'recommend']"
87,1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,cold|cold,negative,"['pizza', 'delivered', 'cold', 'cheese', 'even', 'fully', 'melted']"
88,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",fancy|good,negative,"['yes', 'use', 'fancy', 'ingredient', 'even', 'fancy', 'ingredient', 'make', 'good', 'pizza', 'unless', 'someone', 'know', 'get', 'crust', 'right']"
89,1123262:0,I think I've had some the best meals of my life at minnow.,best|best,positive,"['think', 'ive', 'best', 'meal', 'life', 'minnow']"
90,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",amazing|good|ever-changing|menu,positive,"['seafood', 'amazing', 'there', 'good', 'wine', 'list', 'everchanging', 'menu', 'always', 'offer', 'great', 'surprise']"
91,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,unusual|super-fresh,positive,"['combination', 'superfresh', 'ingredient', 'dish', 'unusual', 'really', 'delicious']"
92,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,portion,positive,"['best', 'pastrami', 'ever', 'great', 'portion', 'without', 'ridiculous']"
93,1125006:3,My wife had the fried shrimp which are huge and loved it.,fried|shrimp,positive,"['wife', 'fried', 'shrimp', 'huge', 'loved']"
94,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",japanese|menus,positive,"['sign', 'special', 'menu', 'food', 'even', 'waitstaff', 'totally', 'japanese']"
95,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",gem|prepared|prepared|leon|good,positive,"['leon', 'east', 'village', 'gem', 'casual', 'hip', 'well', 'prepared', 'basic', 'french', 'bistro', 'fare', 'good', 'special', 'warm', 'lively', 'atmosphere']"
96,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",delicious|large,positive,"['service', 'excellent', 'decor', 'great', 'food', 'delicious', 'come', 'large', 'portion']"
97,1131595:3,The food was bland oily.,bland|bland,negative,"['food', 'bland', 'oily']"
98,1138996:1,"We have been to this place many times, and always have great food, wine, and service.",great|great,positive,"['place', 'many', 'time', 'always', 'great', 'food', 'wine', 'service']"
99,1138996:3,As always we had a great glass of wine while we waited.,great|great,positive,"['always', 'great', 'glass', 'wine', 'waited']"
100,1145510:1,The pizza is yummy and I like the atmoshpere.,yummy,positive,"['pizza', 'yummy', 'like', 'atmoshpere']"
101,1147082:0,I went there for lunch and it was not as good as I expected from the reviews I read.,good,negative,"['went', 'lunch', 'good', 'expected', 'review', 'read']"
102,1147082:1,Sauce was watery and the food didn't have much flavor.,watery|much|flavor,negative,"['sauce', 'watery', 'food', 'much', 'flavor']"
103,1147211:2,The waitress was very patient with us and the food is phenomenal!,phenomenal,positive,"['waitress', 'patient', 'u', 'food', 'phenomenal']"
104,1153034:0,Great pizza and fantastic service.,great,positive,"['great', 'pizza', 'fantastic', 'service']"
105,1154550:0,This is the best sushi in new york city - hands down.,best,positive,"['best', 'sushi', 'new', 'york', 'city', 'hand']"
