,id,review,label,pred_multiple,terms
86,87,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
87,88,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
88,89,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
89,90,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
90,91,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
91,92,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
92,93,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
93,94,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
94,95,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
95,96,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
96,97,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
97,98,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
98,99,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
99,100,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
100,101,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
101,102,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
102,103,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
103,104,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
104,105,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
105,106,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
106,107,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
107,108,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
108,109,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
109,110,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
110,111,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
111,112,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
112,113,"great place, great value.",AMBIENCE|VALUE,VALUE|VALUE|VALUE|VALUE,great|great|place|value
113,114,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,VALUE|FOOD|FOOD,price|food|reasonably
114,115,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE|AMBIENCE,atmosphere|relaxed
115,116,the martinis are amazing but the prices are expensive.,FOOD|VALUE,VALUE,price
116,117,the flavors are amazing and the value is phenomenal.,FOOD|VALUE,VALUE,value
117,118,prices too high for this cramped and unappealing resturant.,VALUE|AMBIENCE,VALUE|VALUE,price|high
118,119,great service and food at a good price,VALUE|SERVICE|FOOD,FOOD|VALUE|VALUE|FOOD|SERVICE,great|price|good|food|service
119,120,prices are not affordable and the quality of food is bad,VALUE|FOOD,VALUE|FOOD,price|food
120,121,"cozy place, great service and an amazing pizza",AMBIENCE|SERVICE|FOOD,AMBIENCE|AMBIENCE|FOOD|SERVICE,great|place|pizza|service
121,122,the price is high and the quality of food is horrible,VALUE|FOOD,VALUE|FOOD|VALUE,price|food|high
122,123,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
123,124,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
124,125,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
125,126,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
126,127,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
127,128,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
128,129,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
129,130,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
130,131,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
131,132,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
132,133,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
133,134,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
134,135,prices absolutely not moderate and not appropriate,VALUE,VALUE,price
135,136,"last but not least, prices for nyc are ridiculously low and the personnel is warm and friendly",VALUE|SERVICE,VALUE,price
136,137,"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE,AMBIENCE,place
137,138,the food was lousy - too sweet or too salty and the portions tiny.,FOOD|FOOD,FOOD,food
138,139,"i have eaten at saul, many times, the food is always consistently, outrageously good.",FOOD,SERVICE|FOOD,good|food
139,140,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,d|u|c|k|||c|o|n|f|i|t|||f|o|i|e|||t|e|r|r|i|n|e|||f|i|g|s|||w|o|r|l|d
140,141,chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,c|h|o|w|||f|u|n|||p|o|r|k|||s|h|u|||m|a|i|||t|a|b|l|e|||f|a|m|i|l|y
141,142,"service was divine, oysters where a sensual as they come, and the price can't be beat!!!",SERVICE|FOOD,VALUE|SERVICE,price|service
142,143,"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",SERVICE|AMBIENCE,SERVICE,service
143,144,i had the duck breast special on my last visit and it was not incredible.,FOOD,FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD,d|u|c|k|||b|r|e|a|s|t|||v|i|s|i|t
144,145,"the food is very average...the thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",FOOD|FOOD,FOOD,food
145,146,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,FOOD,AMBIENCE|AMBIENCE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE,t|h|i|n|g|||c|h|i|c|k|e|n|||e|d|a|m|a|m|e|||p|u|r|e|e
146,147,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,e|d|a|m|a|m|e|||p|u|r|e|e|d|||b|i|t|||s|a|l|t
147,148,"the decor is night tho...but they really need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE,place
148,149,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",FOOD|FOOD,FOOD|FOOD,great|good
149,150,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,SERVICE,VALUE|SERVICE,great|service
150,151,food is bad.,FOOD,FOOD,food
151,152,service is friendly and attentive.,SERVICE,SERVICE,service
152,153,ambiance is relaxed and stylish.,AMBIENCE,AMBIENCE,relaxed
153,154,"however, it's the service that leaves a bad taste in my mouth.",SERVICE,SERVICE,service
154,155,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",SERVICE,VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|FOOD|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|FOOD,p|o|l|i|c|y|||b|i|t|||s|e|l|f|-|r|e|s|p|e|c|t|||w|a|i|t|e|r|||t|r|i|v|i|a|l|i|t|i|e|s|||w|a|t|e|r|||c|h|e|c|k
155,156,food is disgusting.,FOOD,FOOD,food
156,157,service is top notch.,SERVICE,SERVICE,service
157,158,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD,FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|AMBIENCE,s|u|s|h|i|||r|e|s|t|a|u|r|a|n|t|||s|e|a|||u|r|c|h|i|n|||s|u|s|h|i
158,159,the sushi seemed pretty fresh and was adequately proportioned.,FOOD|FOOD,FOOD|FOOD|FOOD|AMBIENCE|FOOD,s|u|s|h|i
159,160,the rice to fish ration was also good and they didn't try to overpack the rice.,FOOD,FOOD,good
160,161,we took advantage of the half price sushi deal on saturday so it was well worth it.,FOOD,VALUE,price
161,162,the food was well prepared and the service was impecable.,FOOD|SERVICE,FOOD|SERVICE,food|service
162,163,the prix fixe menu is worth every penny and you get more than enough (both in quantity and quality).,FOOD|FOOD|VALUE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|VALUE|AMBIENCE|AMBIENCE|VALUE|FOOD|VALUE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|VALUE|FOOD|VALUE|SERVICE|AMBIENCE|AMBIENCE|VALUE,p|r|i|x|||f|i|x|e|||m|e|n|u|||p|e|n|n|y|||q|u|a|n|t|i|t|y|||q|u|a|l|i|t|y
163,164,"$6 and there is much tasty food, all of it fresh and continually refilled.",FOOD|FOOD|VALUE,FOOD,food
164,165,"i am not a vegetarian but, almost all the dishes were bad.",FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,d|i|s|h|e|s
165,166,the food here is not good.,FOOD,VALUE|FOOD,good|food
166,167,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",FOOD|FOOD|FOOD|FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD,s|o|m|o|s|a|s|||c|h|a|i|||c|h|o|l|e|||d|h|o|s|a|s|||d|h|a|l
167,168,"the service varys from day to day- sometimes they're very nice, and sometimes not.",SERVICE,SERVICE,service
168,169,"also, specify if you like your food spicy- its rather bland if you don't.",FOOD,FOOD,food
169,170,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",AMBIENCE,VALUE,best
170,171,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,AMBIENCE,VALUE|VALUE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|VALUE|AMBIENCE|AMBIENCE|VALUE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|VALUE|AMBIENCE|VALUE|AMBIENCE|AMBIENCE|VALUE|VALUE|VALUE|AMBIENCE|AMBIENCE|VALUE|AMBIENCE|VALUE|VALUE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|AMBIENCE,r|i|v|e|r|||w|e|e|h|a|w|k|e|n|||i|d|e|a|||t|o|p|||v|i|e|w|||c|h|a|r|t|||h|o|u|s|e
171,172,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,SERVICE|FOOD|VALUE,FOOD|FOOD|FOOD|VALUE|FOOD|SERVICE,great|great|great|price|food|service
172,173,the lava cake dessert was terrible.,FOOD,FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|FOOD|AMBIENCE|FOOD|AMBIENCE,l|a|v|a|||c|a|k|e|||d|e|s|s|e|r|t
173,174,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,c|o|s|e|t|t|e|||p|a|t|h|||b|i|s|t|r|o
174,175,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|SERVICE|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE,r|e|s|t|a|u|r|a|n|t|||f|l|a|i|r
175,176,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",FOOD|FOOD|FOOD|FOOD,FOOD,food
176,177,the pizza was delivered cold and the cheese wasn't even fully melted!,FOOD|FOOD,FOOD,pizza
177,178,the pizza is overpriced and soggy.,FOOD|VALUE,FOOD,pizza
178,179,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",FOOD|FOOD|FOOD,FOOD|FOOD,good|pizza
179,180,i think i've had some the worst meals of my life at minnow.,FOOD,FOOD|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|VALUE|VALUE|FOOD|FOOD,m|e|a|l|s|||l|i|f|e|||m|i|n|n|o|w
180,181,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",FOOD|FOOD|FOOD,FOOD|FOOD,great|good
181,182,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,FOOD,FOOD,delicious
182,183,best pastrami i ever had and great portion without being ridiculous.,FOOD|FOOD,FOOD|FOOD,great|best
183,184,my wife had the fried shrimp which are huge and loved it.,FOOD|FOOD,FOOD|FOOD|FOOD|FOOD|AMBIENCE|AMBIENCE|FOOD|FOOD|FOOD|FOOD|AMBIENCE|FOOD,w|i|f|e|||s|h|r|i|m|p
184,185,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",SERVICE,VALUE|VALUE|VALUE|VALUE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|VALUE|VALUE|AMBIENCE|AMBIENCE|FOOD|AMBIENCE|FOOD|FOOD|AMBIENCE,w|i|f|e|||s|t|a|f|f|||s|t|o|r|y
185,186,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",SERVICE|AMBIENCE|FOOD|FOOD,FOOD|AMBIENCE|FOOD|SERVICE,delicious|great|food|service
186,187,this place is incredibly tiny.,AMBIENCE,AMBIENCE,place
187,188,the hostess is rude to the point of being offensive.,SERVICE,AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE|VALUE|AMBIENCE|VALUE|VALUE|AMBIENCE,h|o|s|t|e|s|s|||p|o|i|n|t
188,189,the food was bland oily.,FOOD,FOOD,food
189,190,"we have been to this place many times, and always have great food, wine, and service.",FOOD|FOOD|SERVICE,FOOD|AMBIENCE|FOOD|SERVICE,great|place|food|service
190,191,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",SERVICE,VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|VALUE|FOOD|VALUE|VALUE,t|r|o|u|b|l|e|||w|a|i|t
191,192,"when we sat, we got great and fast service.",SERVICE,VALUE|SERVICE,great|service
