,0,aspect,prediction
133,"a little pricey but it is well, well worth it.",LAPTOP|LAPTOP,
134,it is amazing.,LAPTOP,
135,in the first moth of owning this computer its hardrive failed which had to be replaced.,HARD_DISC,hardrive!failed|moth!first
136,after replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,BATTERY|BATTERY,drive!hard
137,then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer-running.,POWER_SUPPLY|POWER_SUPPLY|HARDWARE,|hardware!new
138,a tip for people looking into this computer: do not buy it save up a bit more money and buy a computer that will last.,LAPTOP,
139,has a 5-6 hour-battery-life.,BATTERY,
140,it is easy to use and lightweight.,LAPTOP|LAPTOP,
141,was very much worth the price i paid.,LAPTOP|LAPTOP,
142,this netbook went bad on me after 3 days.,LAPTOP,
143,there is a blank lighted screen when i start and that is all.,DISPLAY,|screen!blank
144,"three weeks after i bought the netbook, the screen quit working.",DISPLAY|DISPLAY,
145,i baby my electronics so i know for a fact it was defective and not anything that i did to it.,DISPLAY,
146,"overall i feel this netbook was poor quality, had poor performance, although it did have great battery-life when it did work.",LAPTOP|LAPTOP|BATTERY,quality!poor|netbook!poor|performance!poor
147,took the netbook on a vacation-trip and i was able to do whatever i wanted to do without lugging a much heavier laptop.,LAPTOP|LAPTOP|LAPTOP,
148,the so called laptop runs to slow and i hate it!,LAPTOP|LAPTOP,
149,do not  buy it!,LAPTOP,
150,it is the worst laptop ever,LAPTOP,laptop!worst
151,"the image is great, and the soud is excelent.",DISPLAY|MULTIMEDIA_DEVICES,image!great|soud!excelent
152,i love ths notebook.,LAPTOP,
153,i love the glass-touchpad.,MOUSE,glass-touchpad!love
154,easy learning curve.,LAPTOP,curve!easy|learning!easy
155,also the display is exceptional!,DISPLAY,display!exceptional
156,i have loved this since i took it out of the box.,LAPTOP,
157,the battery is really long.,BATTERY,|battery!long
158,"the features are great, the only thing it needs is better speakers.",LAPTOP|MULTIMEDIA_DEVICES,thing!better
159,small and light weight.,LAPTOP,|weight!small
160,speakers too small to be of any real use.,MULTIMEDIA_DEVICES|MULTIMEDIA_DEVICES,|use!real
161,keyboard good sized and wasy to use.,KEYBOARD|KEYBOARD,keyboard!good|wasy!good
162,i like it!,LAPTOP,
163,meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,LAPTOP|LAPTOP|LAPTOP,
164,"needless to say, not to happy with the product.",LAPTOP,
165,this is a great machine!,LAPTOP,machine!great
166,"the design is awesome, quality is unprecedented.",LAPTOP|LAPTOP,design!awesome|quality!unprecedented
167,"apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.",LAPTOP|LAPTOP|LAPTOP|LAPTOP,combination!winning|pro!winning|price!pro|performance!price|i5!combination|macbook!combination
168,it is by far one of the greatest investments i have ever made.,LAPTOP,
169,"am very glad i bought it, great netbook, low price.",LAPTOP|LAPTOP,netbook!great|price!great
170,very good quality and well made.,LAPTOP,quality!good
171,great pick for portability and affordability.,LAPTOP|LAPTOP,pick!great|portability!great|affordability!portability
172,the black model also has a very nice seamless appearance - one of the better looking notebooks i've seen.,LAPTOP,appearance!nice|model!black
173,the only problem is a lack of screen resolutions!,DISPLAY,problem!lack
174,"if you need an affordable, entry-level laptop, this will fit the bill.",LAPTOP|LAPTOP,laptop!affordable
175,"i dislike the weight and size, cubersome.",LAPTOP|LAPTOP,weight!dislike|size!dislike|cubersome!dislike
176,i dislike the quality and the placement of the speakers.,MULTIMEDIA_DEVICES|MULTIMEDIA_DEVICES,quality!dislike|placement!dislike
177,"overall, it's ok.",LAPTOP,
178,"laptop is advertised as a 15"" but the casing looks like that of a 17"".",LAPTOP,
179,this laptop is very large and barely fits in any carrying cases.,LAPTOP|LAPTOP,|laptop!large
180,peformance is good for the price.,LAPTOP|LAPTOP,peformance!good|price!peformance
181,"if you're not wanting to be mobile, this is a good laptop to sit on a desk.",LAPTOP|LAPTOP,laptop!good
182,had to have this computer repaired twice in the first 5 months after purchasing it.,LAPTOP,
183,not good for a person who gets online daily.,LAPTOP,
184,may be better for the occasional web-surfer.,LAPTOP,
185,"i just got this laptop for college, and so far i am very happy with it.",LAPTOP,|college!laptop
186,it is so much easier to use,LAPTOP,
187,"good keyboard, long battery-life, largest hard drive and windows 7.",KEYBOARD|BATTERY|HARD_DISC|OS,keyboard!good|drive!good
188,and toshiba is a quality-supplier.,SUPPORT,
189,i love this little one.,LAPTOP,|love!little
190,the keyboard has a wonderful nature-feel.,KEYBOARD,nature-feel!wonderful|keyboard!nature-feel
191,great battery-life.,BATTERY,
192,keyboard is reasonable size.,KEYBOARD,size!reasonable|keyboard!reasonable
193,small screen somewhat limiting but great for travel.,DISPLAY|LAPTOP,|screen!small
194,charger seems large for this class of computer.,POWER_SUPPLY,
195,"great laptop for the price, works well with action-pack games.",LAPTOP|LAPTOP|LAPTOP,laptop!works|price!works
196,"the only thing that i have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",KEYBOARD|KEYBOARD,thing!dark
197,but other then that i would give this product a 4 in hafe stars.,LAPTOP,
198,good for every day-computing and web-browsing.,LAPTOP,
199,a great computer for light home-use and business-use.,LAPTOP,computer!great|home-use!great|business-use!light
200,might not make the avid gamer happy but i don't really think that is what this computer is designed for.,LAPTOP,gamer!happy
201,"crisp screen, great battery-life, and plenty of storage.",DISPLAY|BATTERY|HARD_DISC,screen!crisp|plenty!crisp|storage!screen
202,very happy.,LAPTOP,
203,he loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,LAPTOP|LAPTOP,
204,i would recomend this acer to parents and grandparents it can really help them in school.,LAPTOP,acer!recomend
205,my only problem is i can not reg. the product key.,LAPTOP,
206,"it want take it, it keep saying error.",LAPTOP,
207,"help, help, other than that gets a great little wonder.",LAPTOP,|help!other|help!other
208,it's fast and has excellent battery-life.,LAPTOP|BATTERY,battery-life!excellent
209,the screen shows great colors.,DISPLAY,
210,i was surprised with the performance and quality of this hp laptop.,LAPTOP|LAPTOP,
211,the speed is fine.,LAPTOP,speed!fine
212,"but with a way bigger screen, and is able to connect to an hdmi.",DISPLAY|LAPTOP,
213,love it.,LAPTOP,
214,"i would recommend this computer to anyone searching for the perfect laptop, and the battery-life is amazing.",LAPTOP|BATTERY,computer!recommend|laptop!perfect|anyone!computer|battery-life!amazing
215,i bought this lap top and the charge time dosen't last as long as they say it will more like 2 hours,BATTERY,|dose!last|charge!last|time!last
216,this computer is the ideal college-companion.,LAPTOP,college-companion!ideal|computer!ideal
217,it's software and speed enable it to do amazing things.,LAPTOP|SOFTWARE,
218,i am not happy at all with the product i purchased.,LAPTOP,
219,"a cheaper price should not equal a ""cheap"" product.",LAPTOP|LAPTOP,price!cheaper|product!cheap
220,it was over rated!,LAPTOP,
221,the toshiba laptop was a great purchase.,LAPTOP,purchase!great|laptop!great|toshiba!purchase
222,"the price was very good, and the product is top quality.",LAPTOP|LAPTOP,price!good|product!top|quality!top
223,"the delivery was fast, and i would not hesitate to purchase this laptop again.",SHIPPING|LAPTOP,delivery!fast
224,it has easy to use features and all the speed and power i could ask for.,LAPTOP|LAPTOP,
225,true quality at a great price!,LAPTOP|LAPTOP,price!great|quality!great
226,i am enjoying it and the quality it provides is great!,LAPTOP|LAPTOP,quality!great
227,"toshiba is a great brand, even though i haven't had it for a long time, i am very happy with it!",COMPANY|LAPTOP,brand!great|toshiba!great|time!long
228,"the screen graphics and clarity, and sharpness are great.",DISPLAY,screen!great|clarity!great|sharpness!clarity
229,i've already recommended this laptop to a friend who eye'd the computer when i took it out of my bag.,LAPTOP,laptop!recommended|friend!laptop
230,i like the laptop overall.,LAPTOP,
231,the only thing i can say is that the touch-pad-doesnt work like it should all the time.,MOUSE,time!work|thing!only
232,sometimes you really have to tap the pad to get it to work,MOUSE|MOUSE,
233,this is a great little computer for the price.,LAPTOP|LAPTOP,computer!great|price!great
234,"simple to use, and great graphics.",LAPTOP|GRAPHICS,
235,it has everything i would need for a home-computer.,LAPTOP,
236,i'm very impressed.,LAPTOP,
237,it was secure and easy to navigate.,LAPTOP|LAPTOP,
238,it is everything that i would want in a computer.,LAPTOP,
239,"besides the great look, it is a great machine.",LAPTOP|LAPTOP,look!great|machine!great
240,once again apple stands alone at the top of the charts.,COMPANY,
241,"i enjoy very much my new toshiba, purchased specifially for attending online schooling.",LAPTOP,toshiba!enjoy|schooling!online
242,"i have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",LAPTOP,
243,"i have found also, it is very easy to be able to access wireless internet-access; without having to have extra equipment and/or complicated routes to take to be able to do so.",LAPTOP,equipment!complicated|internet-access!wireless|access!wireless
244,"i also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",LAPTOP|LAPTOP|LAPTOP,size!love|laptop!love|tool!perfect
245,i am very pleased with my purchase!,LAPTOP,
246,this laptop serves all my needs.,LAPTOP,
247,screen size is perfect for portable use in any environment.,DISPLAY|LAPTOP,size!perfect|screen!perfect|use!portable|environment!portable
248,price and purpose is awesome!,LAPTOP|LAPTOP,price!awesome|purpose!awesome
249,i have been very pleased with the performance of this laptop.,LAPTOP,
250,"the battery-life seems to be very good, and have had no issues with it.",BATTERY,
251,great product.,LAPTOP,product!great
252,the laptop was very easy to set up.,LAPTOP,laptop!easy
253,everything was so easy.,LAPTOP,everything!easy
254,they were able to set-up with labtops themselves within a few minutes.,LAPTOP,
255,it works fine with our wireless and they've had not problems.,LAPTOP|LAPTOP,
256,it's a great product for a great price!,LAPTOP|LAPTOP,product!great|price!great
257,"waited on getting this computer, but it has been a great change.",LAPTOP,change!great
258,ease of use is just one of the benefits i love about my mac.,LAPTOP,
259,the service i received from toshiba went above and beyond the call of duty.,SUPPORT,
260,"my friend reports the notebook is astonishing in performance, picture-quality, and ease of use.",LAPTOP|DISPLAY|LAPTOP,notebook!astonishing|performance!notebook|picture-quality!performance|use!performance|ease!performance
261,it is extremely portable and easily connects to wifi at the library and elsewhere.,LAPTOP|LAPTOP,
262,just what the doctor ordered.,LAPTOP,
263,i cannot be happier with the service or product.,SUPPORT|LAPTOP,
264,power-supply went bad after 2 weeks --,POWER_SUPPLY,
265,after much effort and 10 days asus replaced it,SUPPORT,|effort!much|asus!effort
266,the wifi is very weak.,LAPTOP,wifi!weak
267,summary: spend your money elsewhere,LAPTOP,
268,this is a nicely sized laptop with lots of processing power and long battery-life.,LAPTOP|CPU|BATTERY,
269,love it so far.,LAPTOP,
270,the toshiba net book operates very well.,LAPTOP,|book!net|toshiba!net
271,the only objection i have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS,|system!starter
272,"i bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP|LAPTOP|LAPTOP|LAPTOP,
273,"the touchpad is extremely sensitive, which is the only drawback.",MOUSE|LAPTOP,touchpad!sensitive|drawback!touchpad
274,"otherwise, i love it!",LAPTOP,
275,i wasn't really sure i wanted to spend that kind of money!,LAPTOP,
276,it was a great deal after all.,LAPTOP|LAPTOP,deal!great
277,i love it!,LAPTOP,
278,i should have bought one a long time ago.,LAPTOP,|time!long
279,not enough time for me to give it 5 stars!,LAPTOP,time!enough
280,"i've had the macbook pro 15 for about three weeks, and it really is a great computer.",LAPTOP,computer!great|macbook!pro
281,i have only had pcs with windows before so this takes a little getting use to.,OS,
282,the real stand out on this computer is the feel of the keyboard and it's speed.,KEYBOARD|LAPTOP,|stand!real|feel!real|speed!feel
283,"it is fast booting up , shutting down, and connection with the internet.",LAPTOP|LAPTOP,
284,the one thing i wish it had was a detailed hardcopy-manuel.,LAPTOP,
285,"i think the manual is somewhere on the hard drive, but i rather have a hard copy.",LAPTOP,drive!hard|manual!hard|copy!hard
286,"if what you need is a machine to do some surfing, email-checking, word-processing, and watching a movie or two, this is the machine you want.",LAPTOP,
287,it's priced very reasonable and works very well right out of the box.,LAPTOP|LAPTOP,
288,"nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP|LAPTOP|LAPTOP,system!decent|hotel!last|minute!last
289,the screen/video-resolution won't increase to a higher resolution then 1024 x 60,DISPLAY,
290,"that being said, it still runs video in full screen decently.",DISPLAY,|screen!full
291,"the sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES,sound!quiet|pair!decent|bit!sound
292,"bottom line, i doubt you'd be overly disappointed if you invest in this machine.",LAPTOP,|line!bottom|doubt!bottom
293,"yes, i thought the expese was a little much, but i now realize you get what you pay for.",LAPTOP|LAPTOP,|expese!much
294,"i love my apple, it is quick and easy to use.",LAPTOP|LAPTOP|LAPTOP,apple!love
295,"i've had to call apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from vancouver) techs that walked me through the processes to help me.",SUPPORT,speaking!helpful|speaking!wonderful|printer!new|vancouver!helpful
296,i can't say enough of how satisfied i am with their product and help-aftermarket.,LAPTOP|SUPPORT,
297,money and time well spent!,LAPTOP|LAPTOP,
298,highly recommended!,LAPTOP,
299,"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",LAPTOP|SHIPPING|LAPTOP,shipping!free|budget!free|price!best|tax!free|product!great
300,"the macbook arrived in a nice twin-packing and sealed in the box, all the functions works great.",LAPTOP|LAPTOP,twin-packing!nice
301,speakers doesn't sound that great.,MULTIMEDIA_DEVICES,
302,"love the speed, especially!",LAPTOP,speed!love
303,so glad i decided to upgrade!,LAPTOP,
304,"i've owned this labtop for less then two months, already the mouse-button has broke.",MOUSE,mouse-button!broke
305,"still under warrenty so called toshiba, no help at all.",SUPPORT,
306,i'm stuck w/ a broken computer.,LAPTOP,w!stuck|computer!stuck
307,"will not buy another toshiba, this is my second, not happy w/ either.",LAPTOP|COMPANY,
308,"i love its solid build, light wt and excellent battery-life (for now).",LAPTOP|LAPTOP|BATTERY,battery-life!love
309,excellent led monitor and well equipped.,DISPLAY|LAPTOP,monitor!led
310,i love the apple products.,COMPANY,apple!love
311,"the toshiba mini notebook, model nb 305-n410bl, is a great little computer.",LAPTOP,computer!great|notebook!great|toshiba!computer|mini!computer|nb!computer|model!305-n410bl
312,"it is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD|KEYBOARD|LAPTOP|LAPTOP,|weight!fantasic
313,"upgrading from windows 7 starter, thru windows 7 home premium, to windows 7 professional was a snap;",LAPTOP,|premium!starter|professional!starter
314,both upgrades were quickly accomplished after purchasing the necessary product key.,LAPTOP,
315,"other installed features, such as certain printer-software, are also most attractive.",LAPTOP,printer-software!attractive
316,"ever since i bought this laptop, so far i've experience-nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba-customer services hotlines.",LAPTOP|SUPPORT,|customer!laptop
317,i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,LAPTOP|SUPPORT,
318,"toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and i am not kidding you, i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life-story all over again, since they make it sound like they don't have your history-list of your calls right in front of them.",SUPPORT,|day!different
319,it's a long and tirring process that after a while it seems like their game-plan was to wear you out so you would want to give up on contacting them.,SUPPORT,|process!long
320,"and at one point, they blame me for installing a bad memory-stick when i upgrade my memory for the first time during my purchase of the laptop (i bought the memory-stick they recomended).",SUPPORT,memory-stick!bad|time!first|purchase!first
321,"long story short, since i experience so many problems with my laptop every since i bought it from day one, i didn't ask for a new laptop or a refund of what i pay for a crapy laptop, but just an extension of my laptop-warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",LAPTOP|SUPPORT,|story!long|refund!new|laptop!refund|pay!refund|deal!big|extension!deal
322,was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,LAPTOP|COMPANY,product!worth|money!worth|time!worth
323,i'll rather be out of date then spend more money on toshiba.,COMPANY,
324,remember to do your research first before consider buying a toshiba-product.,COMPANY,
325,all i can say is w-o-w.,LAPTOP,
326,this laptop is insane!!!,LAPTOP,laptop!insane
327,it's so nice to look at and the keys are easy to type with.,LAPTOP|KEYBOARD,
328,i bought a protector for my key pad and it works great :),KEYBOARD,|pad!key|protector!key
329,this is definitely a computer worth the money;,LAPTOP|LAPTOP,
330,the mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,MOUSE|MOUSE,|bit!little|mouse!little|panel!big|bar!big
331,"and the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",LAPTOP,part!best|printer!free|promotion/offer!certain
332,"overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",LAPTOP|LAPTOP,array!fantastic|design!simple|keeper!simple
333,the apple team also assists you very nicely when choosing which computer is right for you :),SUPPORT,computer!right
334,"obviously, this macbook is p-e-r-f-e-c-t for me because it does exactly what i need in an easy-to-function way.",LAPTOP|LAPTOP,|macbook!p-e-r-f-e-c-t|way!easy-to-function|need!easy-to-function
335,definitely recommended!!!,LAPTOP,
