id,id_word,review
82,41,Our overall stay was good. Mohammad from front desk and alam was helpful throughout the stay.
83,42,We were able to check-in early with an upgrade and received quick and pleasant service the room. 
84,42,Was beautiful room with a very nice view. 
85,42,It is a nice area with plenty of parking garages and restaurants close by.
86,43,"Alam, and Allison were very helpful, and kind! We have received great service on our honeymoon. If we come back to Manhattan we will definitely be staying here again. The consideration that was shown to my wife, and I will not be forgotten."
87,44,"Hotel is lovely, a little dated but that is what gives it so much character, in an excellent location!  It was my first visit to New York and it was the best time ever.  "
88,44,"Hotel staff are lovely and very helpful especially Alam!  Anything we needed he helped us with without question, he is such a lovely guy!! He made us feel so welcome and like home, he is a proper top guy and he is the reason I would come back to this hotel again !!  He helped sort everything out for my boyfriend on the day he proposed to me.  Thanks so much for everything you have done for us on this trip. "
89,45,"Excelent Hotel and service , Mohamed Chowquay the brekfast employe is a very nice person. He gives a great service to all guests. "
90,45,The hotel is good to come back and great location. All is very excelent!
91,46,"Great hotel, good location, close to metro, Central Park, and great service as well. "
92,46,The bartender Mohammed Chowduny takes very good care of the guests. Very serviceable and helpful always. Definitely good place to come back!
93,47,Excellent location near to everywhere
94,47,"excellent service too, Mohamed the person who serves breakfast is very nice and gives a great service! I really recommend this hotel, great service, good price and I was very happy during my stay there"
95,48,"Mohamend was extremely helpful, nothing to much trouble. Showed us everything we needed to know about our room and told us evrrything we needed to know about the hotel and the area. "
96,48,"The hotel was in a great location, very assessable to all the attreactions."
97,49,"Muhammad was so lovely went we went to the front desk and so helpful! Alam was amazing! he took us up to the room showed us everything, and told us everything we needed to know about New York as this was our first time in the city! he is a lovely person and an absolute asset to the hotel."
98,50,Arrived at the hotel and was greeted with a warm and welcoming smile by Allison. Of course no rooms were available for early check-in but she took our phone number and was sure to call us as she promised when the room was available. 
99,50,"The hotel is centrally located in the heart of the city, we have a room on the 18th floor, "
100,50,it was clean and had a really nice bathroom with rain shower. 
101,50,"Thank you for taking care of us Allison, will definitely return."
102,51,"This hotel is very good and especially Mohammed chowdhury really very good service and he very lovy guy I will come this hotel er Very year 3 time in future I will be back, "
103,51,Hotel is very good location.closed to everythings
104,52,"The room was great, 2 king sized beds, air con, hot drink facilities and maids every day, the room was very clean, view not the best but not bad either and we was not stopping in our room much anyway  "
105,52,"The location was very close to Times Square itself so in the evenings you do get a bit of noise such as car horns and police etc but that is to be expected anywhere in Times Square  It was very close to subway stations, theatres and many many restaurants, literally a Starbucks, Duane reade, fast food place and many others within a 2 minute walk, 5th Avenue was a 5 minute walk, so for me this hotel was perfect location wise  "
106,52,"we are planning on coming back in 2020 for 2 weeks and plan on using this hotel again!   Thank you, can not wait to come back!"
107,53,First time to New York but it is not the last time. 
108,53,Our hotel was centrally located and comfortable. 
109,53,Our overall stay was good. Mohammad from front desk and alam was helpful throughout the stay.
110,53,Only problem was that the breakfast was not included. 
111,54,We were able to check-in early with an upgrade and received quick and pleasant service the room. Was beautiful room with a very nice view. 
112,54,It is a nice area with plenty of parking garages and restaurants close by.
113,55,"Alam, and Allison were very helpful, and kind! We have received great service on our honeymoon. If we come back to Manhattan we will definitely be staying here again. The consideration that was shown to my wife, and I will not be forgotten."
114,56,"Hotel is lovely, a little dated but that is what gives it so much character, "
115,56,in an excellent location!  It was my first visit to New York and it was the best time ever.  
116,56,"Hotel staff are lovely and very helpful especially Alam!  Anything we needed he helped us with without question, he is such a lovely guy!! He made us feel so welcome and like home, he is a proper top guy and he is the reason I would come back to this hotel again !!  He helped sort everything out for my boyfriend on the day he proposed to me.  Thanks so much for everything you have done for us on this trip.  "
117,57,"Excelent Hotel and service , Mohamed Chowquay the brekfast employe is a very nice person. He gives a great service to all guests. The hotel is good to come back and great location. All is very excelent!"
118,58,"Great hotel: good location, close to metro, Central Park, and great service as well. "
119,58,The bartender Mohammed Chowduny takes very good care of the guests. Very serviceable and helpful always. Definitly good place to come back!
120,59,Excellent location close to everything
121,59,Mohamed the person who serves breakfast is very nice and gives a great service! 
122,59,"I really recommend this hotel, great service, good price and I was very happy during my stay there"
123,60,"Mohamend was extremely helpful, nothing to much trouble. Showed us everything we needed to know about our room and told us evrrything we needed to know about the hotel and the area. "
124,60,"The hotel was in a great location, very assessable to all the attreactions."
125,61,"Muhammad was so lovely went we went to the front desk and so helpful! Alam was amazing! he took us up to the room showed us everything, and told us everything we needed to know about New York as this was our first time in the city! he is a lovely person and an absolute asset to the hotel."
126,62,Arrived at the hotel and was greeted with a warm and welcoming smile by Allison. Of course no rooms were available for early check-in but she took our phone number and was sure to call us as she promised when the room was available. 
127,62,"The hotel is centrally located in the heart of the city, "
128,62,"we have a room on the 18th floor, it was clean "
129,62,had a really nice bathroom with rain shower. 
130,62,"Thank you for taking care of us Allison, will definitely return."
131,63,This hotel is very good and especially Mohammed chowdhury really very good service and he very lovy guy I will come this hotel er Very year 3 time in future I will be back.
132,63,Hotel is very good location.closed to everythings
133,64,Guillermo is an excellent employee with a very good disposition and kindness to help every guest. Looks like he really want everybody to have a great experience while enjoying the hotel and the city. Truly amazing person and very valuable person for the hotel. Thanks
134,65,Hotel service is excellent. We stopped for breakfast but were delayed. Both Dolly and Mohammed at the breakfast service went out of their way to help us out and opened up breakfast for us - We could not have asked for a more friendly and warm staff. Setting a new standard for service.
135,66,"I choose this property based on location. It reads as a 3 until 4 star hotel but in reality its a  1 until 2 star hotel!!!! Service was exceptional which made up for the physical hotel. the elevators were filthy, the hallways were untouched for at least 30 until 40 years and extremely depressing and makes you question why you are staying there. "
136,66,the room itself was most likely redone around 20 until 25 years ago and the bathroom was disgusting. 
137,66,"Floors, baseboards and bathtub were all dirty and worn out. "
138,66,I travel around the world and would never recommend this property with so many choices in NYC!!!! 
139,67,"Mohammed and Dolly are the best breakfast hosts! They made sure me and my girlfriend ate well and catered to our needs. Overall we enjoyed our stay at the manhattan time square hotel, the room was nice and clean, and the breakfast was delicious"
140,68,The customer service in this hotel is top notch especially from Mohammed and Delores at the breakfast bar. Our family was treated very well and both of them did everything in their power to make our stay memorable. Thank you guys! We will definitely come back on our next visit to NY!
141,69,"Very friendly and warm service , helpful people .kind attention to Details."
142,69,we very happy with our Breakfast . Enjoyed the Breakfast here . Everything is very Good and Nice. 
143,69,"Best location in Manhattan area ,"
144,70,Had wonderful friendly service from Mohammed and Dolly. Lovely people. And concierge Gloria also very helpful.
145,70,Hotel is very good location close to everything . 
146,71,The only good thing about this hotel was the location! 
147,71,Avoid this hotel it was filthy carpet not hoovered and the bath had hair in it and a dirty scum ring around it! Toilet was loose.
148,71,The room was outdated and desperately needed painting horrible furniture. Limited tea and coffee. 
149,71,Staff were ok. 
150,72,Check-in late and was promised a suite and when I reached the hotel that room was not available.
151,72,Aerial was kind enough to help me out and to find a better room for my gift birthday. Really appreciate her
152,73,Choosing this place was definitely the best decision ever. 
153,73,"I met Allison Sarvic, the receptionist. She was suchh a great human being. Her customer was beyond exceptional. She received us with a great smile. Wow."
154,74,"I met Alam, He make me feel like home. It was really nice meeting him. Honestly this is the first time I see that. He was very professional. Excellent service. Everything was perfect. Think you very much. "
155,75,Choosing this place was a best idea. I would like to come back.
156,75,Our first time to the Big Apple to celebrate my retirement from the Army and my wife birthday. 
157,75,Great location with a balcony overlooking Times Square. 
158,75,Got to the room and the air conditioner was broken. 
159,76,"Thank you very much Alam and Allison for the great service provided at The Manhattan hotel. Alam carried out baggage to the room, showed us how to have the coffee machine, and told us about places to see in the New York. Allison provided quick service during the check-in process. We will definitely visit this hotel again during the next New York City trip."
160,77,"They are amazing!! They give us early check-in and birthday gift! They answer all our questions and they are so nice!!   Alam explain to us where is the water machine, all the services, the coffe machine.   Great experience with them!!"
161,78,"I like this hotel very much, the location is wonderful."
162,78,Thanks especially to Mohammed and Dolly for our delicious breakfast. They are kind and professional even with our babies.
163,79,Arrived at the hotel for one night tonight just to have some Friday night fun in the city. Ariel helped us find a cool sports bar and a hookah lounge. Thanks for the suggestions. Will definitely be back soon
164,80,disappointed in the rooms
165,80,the breakfast was great 
166,80,the service at this hotel is some of the best service I ever experienced in New York. 
167,80,Thank you Aerial for being so helpful and understanding our frustrations.
168,81,Hotel is centrally located on 7th Ave midway between Times Sq and Central Park. 
169,81,"The hotel itself is desperately in need of renovation. The rooms are furnished with horrible old dark wood furniture that was chipped and stained , the bathroom was grimy and the lack of a fridge is bizarre these days. The floor mounted air conditioning unit in the bedroom was ancient and noisy. The corridors outside were shabby and the carpets manky. The walls are wafer thin and we were kept awake by the shouting of other guests or constant banging and crashing from outside. "
170,81,It is the first hotel I have stayed in in NYC were I felt genuinely uneasy lying in bed. Being charged $9 for a bottle of water was the final straw. 
171,81,I would not stay at the Manhattan Hotel again. I suggest you do not either.
172,82,"When we arrived... the room was nothing like the pictures....old and used up, but the air conditioner worked when we arrived. "
173,82,"We went to dinner and when we got back the air conditioner was making a terrible sound, we called for maintenance at 9:30, by 11:00 they said they could not fix it. "
174,82,"Luckily they had another room, the new room had a soft renovation on a different floor. "
175,82,"We were happy with it. It was clean, newer and the air worked. When we left on Saturday, a bell person held our luggage while we went to breakfast. "
176,83,"Very helpful, helped us check-in early and carry bags to the room. Very friendly and outgoing personality. He is also very funny! He also recommended places to eat around NYC! Thanks Mohammed, you are awesome!"
177,84,"The experience with this hotel, staff, and especially Alam was wonderful. They were very accommodating with our luggages and needs from the moment we walked in. Alam brought our bags upstairs to the room and was friendly throughout which is all you really need in a hotel, friendly and helpful staff."
178,85,"When arriving at the Manhattan at time square, we received a fantastic welcome by Alam, he was most helpful showing us to our room, showing us how to use the WiFi and all other facilities.  Thanks again for all your help after the long flight we had."
179,86,"We had a fantastic stay at The Manhattan at Times Square! We received amazing service from Alam and Mohamed during our stay and would highly recommend to friends and families! The friendly, personable approach of these guys made all the difference and made our stay super special! We will be back! Thanks for a great trip!"
180,87,"Great service when we arrive  To hotel, They are  The WiFi , breakfast, the international call  Had an incredible stay at the Manhattan at Times Square because the staff here is phenomenal !!  The hotel is very good"
181,88,"I am enjoying my stay over here, I check-in yesterday on my birthday and I am loving it"
182,88,the staff is really nice and welcoming specially Mr. Mohammad who helped me with my check-in and gave us a really nice room on 20th floor with a cool view of the New york city. 
183,88,It is a very old hotel in the heart of new york city with all modern amenities
184,88,amazing location . I highly recommend it.  
185,89,The lobby is beautiful but our rooms were outdated and shabby. 
186,89,The location is perfect but hope by the time we get to visit again it is had some work. 
187,89,They provide a grab and go breakfast sack lunch style which is a great idea. 
188,89,All the employees were friendly and helpful.
189,90,We received amazing customer service from Senka at the front desk. She took great care of us from the minute we walked in. She gave us great tourist advice! 
190,90,This hotel is AMAZING and right in the middle of where all the action is.
191,91,"Location, location, location! Made a pit stop here in Times Square and this location was perfect. "
192,91,I really wish the company would update the hotel because it is definitely the place to be when in Times Square. 
193,91,Ariel checked us in and helped us out with cool restaurants for our short stay
194,92,"Such a great hotel for staying with your family,or like couple or even friends, "
195,92,"all the staff are so nice and they enjoy helping people when they are in need , specially SENKA ,she is the best one so helpful "
196,93,Checked into this hotel last night and it was very hectic when I arrived. I could overhead hear the receptionist telling others that their rooms were not ready at 9pm. VERY ANNOYING! For them and a guest. 
197,93,I wanted to take the time to do this review to commend Aerial because she did an excellent job handling the situation. Not only for myself but the other guests I witnessed her helping!
198,94,Service was good 
199,94,but the hotel itself was not great.
200,94,"It is not 4 star, like it says.  The smell in the lobby is over powering and the rooms are worn down.  "
201,94,"Watch out for the hidden costs of £50+ for a facility fee at the end of our stay ??? Like what even is that! The hotel we stayed in previously the night before, had no additional costs, therefore we felt cheated. Not worth it!"
202,95,Its my first time in USA and the stay in this hotel made it even more memorable. 
203,95,"The rooms are spacious, comfortable and the view outside is fantastic. "
204,96,The staff is extremely helpful and I must mention Mr. Mohammed Chowdary at the breakfast counter for his excellent communication skills.
205,97,"Our first time in New York, in the hotel at six in the morning Mohammad was great he helped us get a room with a king size bed in less that an hour. Great stuff! "
206,97,"but the bed had or probably still has a left and right dimple very uncomfortable, "
207,97,but the most annoying thing it had no television and the smell of smoke from the neighbors was intense. 
208,98,If you want a budget hotel in a central location this place is great.
209,98,If you can afford it upgrade to executive as we stayed there for a night and it felt 5*.   
210,98,The breakfast guys mohammed and William were amazing. They always have a smile on their faces and are extremely helpful.  
211,98,Beware Baggage people only want tips and will actually ask for them whilst talking to you passive aggressively. 
212,98,Similarly a woman working at the help desk tried selling tour bus tickets for three days and got angry when we refused.  
213,98,"To finish on a possitive note you are 10 minutes walk away from central park, the empire state building and Times Square."
214,99,Mohammed Chowdury is the light is the whole establishment. We had a chance to chat and I was shocked to learn that he has been with this hotel since 1984. He is so kind and super friendly to all the guests. The smile on his face makes you want to return for a coffee refill. 
215,99,My room was so great and with a nice view and the bed was very comfortable. 
216,99,"I will definitely return to this hotel for Mohammed, indeed. Joseph!"
217,100,"Amazing location, "
218,100,"helpful staff, shout out to aerial who gave us breakfast when we check-in. The little things go a long way and we appreciate it. I mean who doesn’t love free Starbucks coffee in the morning?"
219,101,"Our first time in new york, its our first time here. We are from belgium we like the hotel alot "
220,101,Senka from the desk was verry helpfull! Im happy to be here! 
221,101,The hotel is close to both times square and central park.
222,102,Rooms are outdated but there are some slightly renovated ones. 
223,102,The agent Ariel was fantastic and helped me get into one of those! Thankkkkkkssssss Ariellllllllllllll
224,103,Guillermo is very welcoming and help me with my accommodations. Originally my room came with one bed but Guillermo helped me in a pitch to find a room with two beds. I came to sight see with my dad and spend a couple days over here.
225,104,"There were bugs in the bathroom, coating the shower. Mold in shower. In smelled so bad that I would not shower in it. "
226,104,"I complained they cleaned it making it smell better, but the mold was still there and the bugs just came back. "
227,104,I found out they have a contract with the city and house homeless people. The contract is guaranteed income and they are not concerned with return customers. Bad experience!
228,105,"While the decor is dated, our room was clean. "
229,105,The staff are very friendly and helpful. 
230,105,"The location is perfect. Far enough from the crowds but close enough that you can walk to many of the main attractions like Time Square, MOMA, Rockefeller Centre."
231,106,Guillermo  Very helpful and accommodating with all of my needs. I’ve travel extensively through the world and I must say he is an awesome individual. Made me feel like anything I need he would assist. 
232,106,The rooms are clean and well organized. 
233,106,"Employees are very friendly, but Guillermo was the highlight of my trip."
234,107,Good location. Value for money. 
235,107,Room size are good. 
236,107,Good city view from Hotel. 
237,107,One thing bad- No Free Internet. 
238,107,Shopping area- tourist attraction point at Manhattan all are near by walking distance. Overall good place to stay.
239,108,The room quality was extremely poor. Dated and not comfortable even though we upgraded. The bathroom was dirty and unpracticle. The toilet sounded like a small explosion when flushed. 
240,108,The breakfast set-up however was good and the grab and go was perfect for taking out when exploring the city. 
241,108,The location was perfect for broadway and times square but was insanely busy at peak times. Whilst you should expect this we would probably prefer a midtown location and to travel into Times Square etc when you want. 
242,108,"Overall would not recommend this particular hotel to anyone, needs a lot of work. "
243,108,"The staff actually were annoying and would pester you every time you walked past, sometimes you just want to get on with your day."
244,109,"He is the best, he is always care about you. He is a very helpful person, we have all our breakfast at the bar and it was really nice. Thank you so much for your service and to make our breakfasts really good."
245,110,The service is excellent and Mohammed breakfast Is the best.  
246,110,"And the hotel has the best location ever. Is close to the subway, the times square and the room is very big and we have an awesome view. We love it."
247,111,"great hotel, good location. "
248,111,"staff is very friendly, and welcoming. "
249,111,"As I got an upgrade to the executive class floor, I could use the dedicated superfast elevator for the 18th floor. "
250,111,"In my room I had two large TVs, a couch, one super comfortable bed, a pretty large bathroom and a walk in closet. "
251,111,From the bedroom I could look at the Radio City building.  In the lobby you will find a bar serving starbucks coffee in the morning. They also serve all kind of breads and some fruits.
252,112,Central to all the sights good location. 
253,112,Basic hotel that is a bit outdated. 
254,112,Clean rooms 
255,112,No restaurant or bar on the premises so you couldn’t relax on the premises after a day out sightseeing 
256,112,Staff were friendly and helpful and full of information when you had a query
257,113,Alam was super friendly and helpful.  Was always around to lend a helping hand for anything that we needed.  He gave us a lovely New York welcome.  Would recommend staying at Manhattan Times Square again
258,114,"Allison on the front desk was very friendly and helpful. We arrived early and she made sure that she go us into a room quickly. We really appreciated what she did for us, it was a great first experience here."
259,115,"Allison greeted us when we arrived and was an incrediblely friendly host. She answered all our questions and catered to us in a professional and kind manner. We really appreciate it, thanks so much Allison!!"
260,116,"Absolute AMAZING service!!!! Mohameed was very hospitable and answered all our questions professionallyor thoroughly at the front desk. Overall experience was phenomenal, we felt extremely welcomed on our trip to the big city! Will definitely be coming back."
261,117,Had an incredible stay at the Manhattan At Times Square because the staff here is phenomenal! Alam and Mohamed ensured we were taken great care of. 
262,117,The hotel is located in a great spot right in Times Square walking distance from everything. 
263,117,Overall had a lovely time in New York because of the great Hospitality we got from the staff here.
264,118,I think I found the only 2 polite people in this city. Mohammed and Alam were awesome.  
265,118,The hotel is at a great location at a very low price. A month here might actually be cheaper than Manhattan rent.
266,119,"Everything perfect, very good service. They are very attentive and they care because you enjoy an excellent breakfast. I totally recommend to stay at this hotel and to have breakfast at the hotel with them."
267,120,Excellent service and comfortable room. Mohammed and Delores made breakfast time fun. 
268,120,The hotel situated in a good location. 
269,120,Lovely selection of pastries fruit and coffee. Would definitely recommend to anyone.
270,121,I have stayed at this hotel many times. The location could not be any more perfect. 
271,121,The rooms are very clean and bed is comfortable. 
272,121,"The staff, especially Allison, are very kind and courteous. It suits it is purpose for the length of time you are in a hotel room when in New York."
273,122,It was pleasure staying in the hotel after long flight as visitor. The hotel is approx. 5-7 min walk to Times Square and great location as it’s in central NYC. 
274,122,"Moreover, we had great service at reception from Mohammed and Allison they took care of breakfast voucher and check-in. Also, Mohammed at breakfast is a very nice guy. We had a very pleasant stay. "
275,122,"The hotel is clean, "
276,122,"good facilities and very comfortable. Overall, great experience!!!! Hope to come back again! Loved it completely !"
277,123,Guillermo received me with one of the best attention I have ever received!!!!  Thanks a lot for that good check-in service.  
278,123,"The hotel is great a really good location; near to everything, and with good transportation"
279,124,"Allison was a great host. She was very friendly and professional!She engaged us and made sure we had what we need in a timely fashion!!We traveled from Atlanta,Ga for my birthday and Allison has truly made this a great one !!!Thanks Allison"
280,125,Alam was very friendly and helped us with everything we needed. Very nice hotel with friendly staff. He walked us to our room and showed us how to use everything in the room from the water bags to the tv. Great visit!!!
281,126,"We found the Manhattan a fabulous place to stay. We enjoyed every bit of service and looked forward to the breakfast bar every morning. Mohammed and Dolly were such a pleasure to meet, chat and have a laugh with. They really start your day off on a good note. We will definitely be back to stay."
282,127,Stayed for one night. Front desk was friendly and efficient. 
283,127,Lobby upgraded however the upgrade stopped there. Our room on the 10th floor was a good size but desperately in need of a paint or repapering. 
284,127,There was mold in the grout in the bathroom walls and tub. The hairdryer worked in short bursts The ironing board legs were broken and there were minimal electrical outlets to plug in our phones. No ports for computer or smart phones. No alarm clock! The TV was difficult to use. The AC worked fine. Street noise is loud. 
285,127,The plus was location. 
286,128,"Nice and friendly hotel perfectly located near Times Square in mudtown. For those who need to explore Manhattan it is very convenient.  At the reception Senka was brilliant, very keen to help with a smile."
287,129,We spent a week in Nyc and we enjoyed every minute of it in this hotel. 
288,129,"Our room was at the 14th floor, clean and quite big with an amazing view... just perfect even if it was a little old fashion. "
289,129,"The hotels workers were so kind and they gave us all the information we needed, in particular Dolly, William and Mohamed who cuddle us for breakfast. "
290,129,"The hotel is also near the biggest attractions in town, like Times Square and the Rockfeller Center, and bear a lot of different places were you can enjoy your meale, like Ellens Stardust where the waiters are Broadways performers... and it also has a subway station really close so you can easily reach it from the airport with public transportation. I would definitely reccomend it."
291,130,"Very old fashioned, "
292,130,service terrible. No one on reception. 
293,130,"Air con broke down and no one attended. The mattress was broke, plug sockets hanging off the walls and wall paper peeling all over. "
294,130,Not worth the money at all such a shame as great location
295,131,"Allison was wonderful, and went above and beyond to make sure we chose the right room. We had plenty of time to explore our options and Allison made sure that we received every accommodation that we were entitled to. Great experience!"
296,132,Great service from everyone in the hotel. Friendly and helpful staff! Alam and Allison were very helpful and helped us with all our requests! Will definitely recommend this hotel for holidays. 
297,132,Clean and close to cenrer!
298,133,We had a great room with a balcony that has the perfect view of the city! 
299,133,It was a fantastic experience from meeting Mohammad at check-in and having our needs taken care of the whole visit! Great service and a beautiful view that could not be beat! Thank you
300,134,"Mohammed was very nice, gave us free coffee and made sure we were set and comfy before we check-out of our suite. Definitely a come again kind of hotel !! Any questions or concerns we had he made sure they were answered ! If you are ever in the NYC area this hotel is a must"
301,135,"Senka from the front desk,was a fantastic help,with my checking. Senka went out of her way to ensure my needs was taking care of."
302,135,"Hotel has great location, close to all attractions, restaurants and Central Park."
303,136,"The experience was amazing, the staff was so helpful and accommodating. They got us check-in early and helped with bags. We will definitely stay here again! "
