,id_coba,ambience,food,service,prices,resto,score
148,14,0,0.5,0.5,0,R8,0.20203050891044214
149,14,0,0.5,0.5,0,R5,0.17142742557267143
150,14,0,0.5,0.5,0,R2,-0.111713793903152
151,14,0,0.5,0.5,0,R9,-0.15152288168283162
152,14,0,0.5,0.5,0,R7,-0.31374430281359417
153,-,-,-,-,-,-,-
154,15,0.0,0.0,0.1,0.9,R6,0.5529820985442814
155,15,0.0,0.0,0.1,0.9,R9,0.29285611805518585
156,15,0.0,0.0,0.1,0.9,R5,0.2766339759421096
157,15,0.0,0.0,0.1,0.9,R2,0.2604118338290333
158,15,0.0,0.0,0.1,0.9,R1,0.1300629902445478
159,15,0.0,0.0,0.1,0.9,R7,0.06517442179224275
160,15,0.0,0.0,0.1,0.9,R4,-0.06517442179224275
161,15,0.0,0.0,0.1,0.9,R8,-0.09761870601839527
162,15,0.0,0.0,0.1,0.9,R10,-0.17901526992371428
163,15,0.0,0.0,0.1,0.9,R3,-0.45564924586582384
164,-,-,-,-,-,-,-
165,16,0.2,0.2,0.2,0.4,R6,0.3640497941137486
166,16,0.2,0.2,0.2,0.4,R1,0.3104822593135899
167,16,0.2,0.2,0.2,0.4,R5,0.21607144431074468
168,16,0.2,0.2,0.2,0.4,R2,0.13749935530138008
169,16,0.2,0.2,0.2,0.4,R4,0.13413822773315365
170,16,0.2,0.2,0.2,0.4,R8,0.08945271017189282
171,16,0.2,0.2,0.2,0.4,R9,0.08689132140854344
172,16,0.2,0.2,0.2,0.4,R10,0.04096565255278749
173,16,0.2,0.2,0.2,0.4,R7,0.004599367390705558
174,16,0.2,0.2,0.2,0.4,R3,-0.024924790631850713
175,-,-,-,-,-,-,-
176,17,0.1,0.6,0.2,0.1,R1,0.37886939990245677
177,17,0.1,0.6,0.2,0.1,R5,0.3118121475075504
178,17,0.1,0.6,0.2,0.1,R4,0.2618828026664938
179,17,0.1,0.6,0.2,0.1,R8,0.2576033868873214
180,17,0.1,0.6,0.2,0.1,R10,0.20992089585416723
181,17,0.1,0.6,0.2,0.1,R6,0.19268085105451527
182,17,0.1,0.6,0.2,0.1,R3,0.17522975782011224
183,17,0.1,0.6,0.2,0.1,R2,0.05427345197934965
184,17,0.1,0.6,0.2,0.1,R9,-0.14061678965135835
185,17,0.1,0.6,0.2,0.1,R7,-0.19251400510456418
186,-,-,-,-,-,-,-
187,18,0.5,0.1,0.2,0.1,R1,0.4196296824587682
188,18,0.5,0.1,0.2,0.1,R3,0.24763649726971515
189,18,0.5,0.1,0.2,0.1,R6,0.22736524983548007
190,18,0.5,0.1,0.2,0.1,R4,0.21441311732655655
191,18,0.5,0.1,0.2,0.1,R8,0.1596260743197736
192,18,0.5,0.1,0.2,0.1,R7,0.13243087048309143
193,18,0.5,0.1,0.2,0.1,R10,0.1277668117332652
194,18,0.5,0.1,0.2,0.1,R2,0.10781902109463351
195,18,0.5,0.1,0.2,0.1,R5,0.09395841015046245
196,18,0.5,0.1,0.2,0.1,R9,0.0455904908124381
197,-,-,-,-,-,-,-
198,19,0.3,0.6,0.05,0.05,R1,0.4461751078511384
199,19,0.3,0.6,0.05,0.05,R5,0.3372177757312479
200,19,0.3,0.6,0.05,0.05,R8,0.31505324650423494
201,19,0.3,0.6,0.05,0.05,R4,0.2706662359441786
202,19,0.3,0.6,0.05,0.05,R3,0.2403906356606275
203,19,0.3,0.6,0.05,0.05,R10,0.23111860435645049
204,19,0.3,0.6,0.05,0.05,R2,0.13869669215362637
205,19,0.3,0.6,0.05,0.05,R6,0.08557389053920814
206,19,0.3,0.6,0.05,0.05,R7,-0.06255984325838983
207,19,0.3,0.6,0.05,0.05,R9,-0.13954437459727512
208,-,-,-,-,-,-,-
209,20,0.05,0.85,0.05,0.05,R5,0.4418090945621712
210,20,0.05,0.85,0.05,0.05,R1,0.3954461176396385
211,20,0.05,0.85,0.05,0.05,R8,0.351035253245147
212,20,0.05,0.85,0.05,0.05,R4,0.2813944290712854
213,20,0.05,0.85,0.05,0.05,R10,0.2635245467216603
214,20,0.05,0.85,0.05,0.05,R3,0.18250951669772306
215,20,0.05,0.85,0.05,0.05,R2,0.09891725805312265
216,20,0.05,0.85,0.05,0.05,R6,0.06389614130110513
217,20,0.05,0.85,0.05,0.05,R9,-0.23698356467679396
218,20,0.05,0.85,0.05,0.05,R7,-0.24671003029032063
219,-,-,-,-,-,-,-
