,id,review,label,pred_single,pred_multiple,terms
34,35,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
35,36,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
36,37,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
37,38,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
38,39,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
39,40,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
40,41,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
41,42,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
42,43,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
43,44,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
44,45,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
45,46,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
46,47,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
47,48,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
48,49,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
49,50,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
50,51,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
51,52,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
52,53,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
53,54,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
54,55,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
55,56,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
56,57,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
57,58,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
58,59,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
59,60,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
60,61,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
61,62,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
62,63,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
63,64,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
64,65,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
65,66,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
66,67,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
67,68,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
68,69,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
69,70,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
70,71,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
71,72,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
72,73,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
73,74,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
74,75,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
75,76,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
76,77,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
77,78,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
78,79,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
79,80,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
80,81,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
81,82,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
82,83,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
83,84,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
84,85,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
85,86,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
86,87,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
87,88,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
88,89,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
89,90,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
90,91,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
91,92,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
92,93,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
93,94,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
94,95,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
95,96,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
96,97,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
97,98,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
98,99,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
99,100,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
100,101,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
101,102,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
102,103,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
103,104,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
104,105,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
105,106,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
106,107,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
107,108,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
108,109,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
109,110,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
110,111,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
111,112,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
112,113,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE|VALUE|VALUE,place|value|great
113,114,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|VALUE|VALUE|FOOD|FOOD|FOOD,price|rice|reasonably|flavorful|plentiful|food
114,115,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
115,116,the martinis are amazing but the prices are expensive.,FOOD|VALUE,VALUE,VALUE|VALUE|VALUE,price|amazing|rice
116,117,the flavors are amazing and the value is phenomenal.,FOOD|VALUE,VALUE,VALUE|VALUE,amazing|value
117,118,prices too high for this cramped and unappealing resturant.,VALUE|AMBIENCE,VALUE,VALUE|VALUE|VALUE,price|rice|high
118,119,great service and food at a good price,VALUE|SERVICE|FOOD,VALUE,VALUE|VALUE|VALUE|AMBIENCE|SERVICE|FOOD,price|rice|good|great|service|food
119,120,prices are not affordable and the quality of food is bad,VALUE|FOOD,VALUE,VALUE|VALUE|FOOD,price|rice|food
120,121,"cozy place, great service and an amazing pizza",AMBIENCE|SERVICE|FOOD,AMBIENCE,AMBIENCE|FOOD|AMBIENCE|AMBIENCE|SERVICE,amazing|pizza|place|great|service
121,122,the price is high and the quality of food is horrible,VALUE|FOOD,VALUE,VALUE|VALUE|VALUE|FOOD,price|rice|high|food
122,123,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
123,124,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
124,125,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
125,126,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
126,127,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
127,128,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
128,129,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
129,130,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
130,131,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
131,132,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
132,133,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
133,134,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
134,135,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE|VALUE|VALUE,price|rice|absolutely|moderate|appropriate
135,136,"last but not least, prices for nyc are ridiculously low and the personnel is warm and friendly",VALUE|SERVICE,VALUE,VALUE|VALUE|VALUE,price|rice|friendly
136,137,"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE,VALUE,VALUE|AMBIENCE|VALUE,staff|place|like
137,138,the food was lousy - too sweet or too salty and the portions tiny.,FOOD|FOOD,FOOD,FOOD|FOOD,portion|food
138,139,"i have eaten at saul, many times, the food is always consistently, outrageously good.",FOOD,FOOD,FOOD|VALUE|FOOD,time|good|food
139,140,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,FOOD|FOOD,FOOD,FOOD,amazing
140,141,chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.,FOOD|FOOD,,,
141,142,"service was divine, oysters where a sensual as they come, and the price can't be beat!!!",SERVICE|FOOD,VALUE,VALUE|VALUE|SERVICE,price|rice|service
142,143,"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",SERVICE|AMBIENCE,VALUE,VALUE|AMBIENCE|VALUE|VALUE|SERVICE,ever|decor|thing|excellent|service
143,144,i had the duck breast special on my last visit and it was not incredible.,FOOD,VALUE,VALUE,special
144,145,"the food is very average...the thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",FOOD|FOOD,FOOD,VALUE|FOOD|VALUE|FOOD,ever|thai|thing|food
145,146,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,FOOD,FOOD,FOOD|AMBIENCE|VALUE,moderate|special|thing
146,147,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,FOOD|FOOD,FOOD,VALUE|VALUE|FOOD,ever|never|tasty
147,148,"the decor is night tho...but they really need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE,place|decor
148,149,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",FOOD|FOOD,FOOD,FOOD|FOOD,good|great
149,150,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,SERVICE,VALUE,AMBIENCE|SERVICE,great|service
150,151,food is bad.,FOOD,FOOD,FOOD,food
151,152,service is friendly and attentive.,SERVICE,SERVICE,SERVICE|VALUE|SERVICE,attentive|friendly|service
152,153,ambiance is relaxed and stylish.,AMBIENCE,AMBIENCE,AMBIENCE,relaxed
153,154,"however, it's the service that leaves a bad taste in my mouth.",SERVICE,VALUE,VALUE|SERVICE,ever|service
154,155,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",SERVICE,VALUE,VALUE|AMBIENCE,like|wait
155,156,food is disgusting.,FOOD,FOOD,FOOD,food
156,157,service is top notch.,SERVICE,SERVICE,SERVICE,service
157,158,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD,AMBIENCE,AMBIENCE|FOOD,restaurant|sushi
158,159,the sushi seemed pretty fresh and was adequately proportioned.,FOOD|FOOD,FOOD,VALUE|FOOD|FOOD,portion|sushi|fresh
159,160,the rice to fish ration was also good and they didn't try to overpack the rice.,FOOD,FOOD,FOOD|FOOD|VALUE,rice|fish|good
160,161,we took advantage of the half price sushi deal on saturday so it was well worth it.,FOOD,VALUE,VALUE|VALUE|VALUE|FOOD,price|rice|well|sushi
161,162,the food was well prepared and the service was impecable.,FOOD|SERVICE,FOOD,FOOD|SERVICE|FOOD,well|service|food
162,163,the prix fixe menu is worth every penny and you get more than enough (both in quantity and quality).,FOOD|FOOD|VALUE,VALUE,VALUE|FOOD,ever|menu
163,164,"$6 and there is much tasty food, all of it fresh and continually refilled.",FOOD|FOOD|VALUE,FOOD,FOOD|FOOD|FOOD,fresh|tasty|food
164,165,"i am not a vegetarian but, almost all the dishes were bad.",FOOD,FOOD,FOOD,dish
165,166,the food here is not good.,FOOD,FOOD,VALUE|FOOD,good|food
166,167,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",FOOD|FOOD|FOOD|FOOD|FOOD,VALUE,VALUE,like
167,168,"the service varys from day to day- sometimes they're very nice, and sometimes not.",SERVICE,VALUE,VALUE|VALUE|SERVICE,nice|time|service
168,169,"also, specify if you like your food spicy- its rather bland if you don't.",FOOD,FOOD,VALUE|FOOD,like|food
169,170,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",AMBIENCE,VALUE,AMBIENCE|AMBIENCE|VALUE|AMBIENCE|VALUE,nice|ambience|best|casual|would
170,171,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,AMBIENCE,VALUE,VALUE|VALUE,ever|view
171,172,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,SERVICE|FOOD|VALUE,VALUE,VALUE|VALUE|AMBIENCE|VALUE|SERVICE|FOOD,price|rice|even|great|service|food
172,173,the lava cake dessert was terrible.,FOOD,,,
173,174,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",AMBIENCE,,,
174,175,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",AMBIENCE,AMBIENCE,AMBIENCE,restaurant
175,176,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",FOOD|FOOD|FOOD|FOOD,FOOD,FOOD,food
176,177,the pizza was delivered cold and the cheese wasn't even fully melted!,FOOD|FOOD,FOOD,FOOD|FOOD|FOOD,pizza|cheese|even
177,178,the pizza is overpriced and soggy.,FOOD|VALUE,FOOD,VALUE|FOOD|VALUE,price|pizza|rice
178,179,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",FOOD|FOOD|FOOD,FOOD,FOOD|VALUE|FOOD,pizza|even|good
179,180,i think i've had some the worst meals of my life at minnow.,FOOD,FOOD,FOOD,meal
180,181,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",FOOD|FOOD|FOOD,FOOD,FOOD|AMBIENCE|FOOD|FOOD|FOOD|AMBIENCE|FOOD,amazing|ever|wine|menu|good|great|food
181,182,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,FOOD,FOOD,FOOD|FOOD|FOOD,dish|delicious|fresh
182,183,best pastrami i ever had and great portion without being ridiculous.,FOOD|FOOD,VALUE,VALUE|VALUE|VALUE|FOOD,ever|portion|best|great
183,184,my wife had the fried shrimp which are huge and loved it.,FOOD|FOOD,,,
184,185,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",SERVICE,VALUE,VALUE|VALUE|SERVICE|AMBIENCE|VALUE,ever|never|staff|friendly|well
185,186,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",SERVICE|AMBIENCE|FOOD|FOOD,FOOD,AMBIENCE|FOOD|AMBIENCE|VALUE|AMBIENCE|SERVICE|FOOD,portion|delicious|decor|excellent|great|service|food
186,187,this place is incredibly tiny.,AMBIENCE,AMBIENCE,AMBIENCE,place
187,188,the hostess is rude to the point of being offensive.,SERVICE,,,
188,189,the food was bland oily.,FOOD,FOOD,FOOD,food
189,190,"we have been to this place many times, and always have great food, wine, and service.",FOOD|FOOD|SERVICE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|FOOD|SERVICE|FOOD,time|place|wine|great|service|food
190,191,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",SERVICE,VALUE,SERVICE|VALUE,wait|would
191,192,"when we sat, we got great and fast service.",SERVICE,SERVICE,SERVICE|VALUE|SERVICE,fast|great|service
192,193,the people that work there are always so friendly you forget you are in new york sometimes.,SERVICE,VALUE,VALUE|VALUE,time|friendly
193,194,the pizza is yummy and i like the atmoshpere.,FOOD|AMBIENCE,FOOD,FOOD|FOOD,pizza|like
194,195,but the pizza is way to expensive.,VALUE,FOOD,FOOD,pizza
195,196,i went there for lunch and the lunch was not as good as i expected from the reviews i read.,FOOD,VALUE,VALUE|VALUE,view|good
196,197,sauce was watery and the food didn't have much flavor.,FOOD|FOOD,FOOD,FOOD,food
197,198,the waitress was very patient with us and the food is phenomenal!,SERVICE|FOOD,FOOD,AMBIENCE|FOOD,wait|food
198,199,"service was prompt, friendly and great.",SERVICE,SERVICE,VALUE|VALUE|SERVICE,friendly|great|service
