,0,aspect,prediction
98,"i especially like the more commonly used buttons , such as play , pause , and stop , to be larger and conveniently placed . ",button!-,
99,"while it is true that it will stand on end , it is also easy to knock over that way . ",,
100,i also did n't like the way it displayed information-way down into the screen when you are in zoom-mode . ,zoom mode!-,way!like
101,"the zoom goes up and down in magnification , which is nice , but there is always a display of the zoom-size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings . ",zoom!-,
102,"having spent considerable time with professional video-gear , i find onscreen displays annoying . ",onscreen display!-,|time!considerable|video-gear!considerable
103,i have not used the progressive scan feature . ,,|feature!progressive
104,this model has come down in price since i purchased mine . ,,
105,"while it seems like some people have had trouble with theirs , mine has run well , and i would recommend it if you are considering a dvd-player-purchase . ",,
106,"any possible problems should be weighed against the bang-for-the-buck-factor , along with the fact that companies like apex seldom have good after-sale support . ",,|fact!support
107,"while i would like to give it 3.5 stars instead of 4 , i gave it a 4 because it has run well for me during the time i have owned it . ",player!+,
108,i purchased this unit 3 months back and i think the unit knew when my warrenty expires . ,,
109,it is more than 90 days and it does not show the picture no matter what i do . ,picture!-|player!-,
110,i can only hear the sound . ,,
111,"i changed video cables , tried connecting to tv on input1 and input2 but no help . ",,
112,i think you get what you pay for stands true . ,,
113,"i have had this player for 3 months and have been able to see a total of 6 dvd 's , after the frustration and aggrivation of getting the player to do it 's job . ",player!-,
114,i have tried many times to get a hold of apex who does n't seem to answer their emails and telephone-number is constantly busy as ( i believe ) the one lonely customer-service-rep is probably extremely overworked . ,customer service!-,customer-service-rep!lonely
115,"as i emailed to the the customer-service-department , the only thing this player has done consistantly is use enought electricity to keep the red led burning . ",,thing!only|use!only|burning!led|electricity!enought
116,"do yourself a favor and save your money to get something of better quality , or at least works . ",,quality!better|something!better
117,"if i could give this a negative rating , i would . ",,rating!negative
118,i am surprised amazon still carries this after all of the continued problems . ,,|amazon!surprised
119,wo n't play a lot of discs . ,play!-|disc!-,
120,i can only confirm what other customers have said - crap ! ,,
121,"some movies it played yesterday , it wo n't play today . ",play!-,
122,"it wo n't play 80 % of my movies , which are all store-boughten . ",play!-,
123,tech-support from apex is literally - nonexistent . ,tech support!-,|tech-support!nonexistent|apex!nonexistent
124,"amazon , do your customers a big favor , do n't carry this item , and give them refunds ! ",,item!favor|amazon!favor|favor!amazon
125,there should have been a recall on this product . ,,
126,fair warning - do not buy . ,,
127,i repeat - do n't wast your money . ,,
128,i bought 2 of this model for christmas presents and neither one of them work ! ,player!-,
129,it is embarassing getting phone calls from family members telling you that the dvd-player you gave them less that 3 months ago is no longer working . ,dvd player!-,
130,one stopped working in february and the other in march . ,,
131,"amazon has been working with me to refund my money , but they reminded me that i have past the 30 day-return-policy and this was a courtesy-return . ",,money!refund
132,"i have had great experience with amazon , but i will probably not buy electronics any more from them to avoid any future return problems . ",,experience!great|amazon!great
133,the dvd-player does not work properly . ,dvd player!-,dvd-player!work
134,"the player usually plays dvd 's , but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd . ",player!-,|dvd!rental|access!certain|dvd!player
135,"this has happened with several different dvd 's and occasionally if we keep trying something , it will work when it did not work one time before . ",player!-,time!work|dvd!several
136,"after we discovered the problems , we tried to contact apex ( fkor 3 months ) , but we never got in touch with them.the customer-support-telephone number is always busy , and they do not answer their web-customer-support . ",customer support!-,|number!busy|customer-support-telephone!them.the
137,i have had this dvd-player for about 3 months now . ,,
138,"nothing has broken on it , and it plays all the dvds i have . ",player!+,nothing!broken
139,unfortunately it can 't play all of the dvd . ,play!-|dvd!-,
140,i have several tv shows on dvd so they are divided by episode . ,,tv!several|dvd!tv
141,on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd . ,dvd!-,
142,luckily i also have a ps2 which can play those episodes the player can 't . ,,
143,"unfortunately i bought a player because the ps2 could n't play all my dvds , and now the player can 't play everything . ",player!-,
144,i purchased this as a christmas-gift for my husband . ,,
145,we tried it out christmas night and it worked great . ,work!+,
146,even viewed cds full of jpgs . ,jpeg!+,
147,"we did n't get to use it again for over a month ( sad , i know ) . ",,
148,"but when we went to use it again , there was sound but no picture . ",picture!-|player!-,
149,"we saw reviews that said the same thing , and also saw here that their customer-service stinks . ",,|thing!same
150,"though we were past the deadline for returns ( by a few days ) , i contacted amazon right away and pleaded for help . ",,
151,"they authorized my late return , and hopefully they are giving apex-heck . ",,
152,"i hate-apex but love-amazon , and i tell everyone . ",apex!-,
153,do not buy this player . ,,
154,"who knows how many uses you 'll get out of it before it craps out , but it probably will . ",player!-,
155,"we 've purchased 3 universal remotes so far-all claiming to work "" apex "" dvd players and none worked . ",remote!-,apex!work|dvd!worked|none!worked
156,called customer-service and basically was told to either keep buying univ. remotes to try or buy the replacement remote for $ 23 ( which is almost half of what i paid for the whole player ) . ,,|replacement!remote|player!whole
157,if anybody knows of a remote to work this-i 'd love to hear from you ! ,,
158,"( on here of course ) also , a couple-dvd 's would n't play and they were new ones ! ",dvd!-|play!-,
159,i had to return the remote on this product because it appeared to be defective . ,remote!-,
160,it took over 2 months and repeated follow-up to get it replaced . ,,
161,the customer-service-dept did not list a toll free number and it was a real hassle to get through on their regular line . ,customer service!-,number!free|toll!free|line!regular|customer-service-dept!number|hassle!customer-service-dept
162,i would not be inclined to purchase an apex-product again . ,apex!-,
163,door broke after a month . ,door!-,door!broke|month!door
164,unit took forever since the begiining to recognize and play discs . ,unit!-,
165,3 months of use and it no longer recognizes anything . ,player!-,
166,forget about it . ,,
167,it 's money down the drain . ,,
168,get cheaper panasonics or toshibas or even sonys . ,,
169,"well , it was nice while it lasted . ",player!+,
170,"after @ 3 months , it stoppped playing higher number scenes on dvds . ",player!-,
171,"as an engineer , i am embarrassed for the engineering-profession when such crap is released for sale . ",player!-,
172,only used for 3 month before it 's down ! ,player!-,
173,i had hoped this was bought from walmart so that i could return it ! ,,
174,"it sends discoutinous signals to tv , so the tv has the pictures for one moment and has only the white noise for the other moment . ",picture!-,tv!noise|moment!other|noise!other|noise!tv
175,the other thing i do n't like about this 2600 is that it makes the color-look over saturated . ,color!-,|thing!other
176,"maybe it 's good for tvs with not so good color settings , but not good for my tv that already has very vibrant pictures . ",,color!good
177,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon . ,,
178,"as soon as i lifted the unit out of the box , i questioned my judgement . ",,
179,the entire unit was poorly crafted . ,unit!-,|unit!entire
180,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control-board . ,screw tip!-,screw!sharp|underside!sharp
181,"after hooking the thing up , i found that it would only played less than 50 % of the dvds i put in it . ",dvd!-|play!-,
182,most of the dvds i was trying were fairly new and were in great condition . ,,condition!great
183,the dvd-player just would't recognize them . ,player!-,|t!dvd-player
184,"it would spin , read , spin some more and then show on the display that there was no disc . ",no disc!-,
185,i ended up sending the unit back to amazon . ,,
186,"this dvd-player plays raw mpeg2 and mpeg1 videos , jpeg , wma , cdr / cdrw / dvdr / dvdrw , and of course plays dvd movies from uk. i love the aiff , progressive scan feature . ",format!+,|mpeg2!dvd-player|dvdr!dvd-player|jpeg!mpeg2|dvd-player!mpeg2|uk!dvd-player|wma!mpeg2|uk!dvd-player|cdr!raw|cdr!mpeg2|mpeg1!mpeg2|course!dvdr
187,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi videos . ,,
188,but for $ 49.99 go get one ! ,,
189,features and looks this dvd-player is overpriced had it come with sony or one of the other top brand names . ,,brand!other
190,i have not even used my new dvd-player and already i am disapointed ! ,player!-,dvd-player!new
191,i have been trying for over a week to contact apex . ,,
192,they will not respond to my emails ( promised turnaround-time is 24 hours ) and the phone-line is constantly busy . ,customer service!-,turnaround-time!promised|phone-line!busy
193,all i am looking for is a rebate-form ! ,,
194,"i accually did n't buy the apex-ad-2600 from amazon but , the reviews i found here helped me purchase it . ",,
195,i have owned an apex-ad-3201 for close to 3 years now and i love that deck . ,,deck!love
196,"because of it 's hidden features ( no macrovision , non-regional ) i keep this baby around to watch non-american region-dvd 's . ",feature!+,|macrovision!non-regional
197,"however , the ad-2600 does n't have this feature ( for now ) . ",,|feature!ad-2600|ad-2600!feature
198,"the cool thing about the ad-2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak-picture cds , dvd 's , dvd - / + r 's . ",play!+|different file!+,thing!cool|dvd!cool|file!different|alot!different|r!dvd|mp3!alot|jpeg!mp3|wma!mp3|kodak-picture!mp3
199,"it 's not a listed feature but , the one thing that sold the unit is that it plays mpeg-video . ",play!+|mpeg!+,
200,i find this to be a great feature . ,mpeg!+,feature!great
201,i 've tried playing all of these discs and they all play great . ,play!+,
202,for the money-apex machines have good features . ,feature!+,
203,you can 't find the mpeg-playback on high priced units . ,,
204,"it 's low profile , space-saving-design looks nice . ",design!+,|profile!low
205,i find the apex-ad-2600 to be a great buy . ,player!+,buy!great
206,i received this dvd-player free with the purchase of a palm-tungsten e from officemax . ,,purchase!free
207,now i know why - they are pieces of junk . ,player!-,
208,"less than a month later the screen freezes and eventually shows "" no disc . "" ",no disc!-|screen!-,screen!freezes
209,this is the second apex-dvd-player i 've had - and the last . ,,|apex-dvd-player!second
210,my first player ( model-ad-500a ) went into the trash about 6 months after i bought it . ,,model-ad-500a!first|player!first|trash!player
211,same story as everybody else when trying to get service from apex - nothing . ,service!-,story!same|everybody!same
212,pay a few more bucks and get something else - it 'll be worth it in the long run . ,,|run!long
213,"i was surprised to find that not only could this dvd-player play mpeg2-format which allowed me to stack 2 movies on a dvd , but it also was able to play vob files which i created with smart ripper . ",format!+,ripper!smart|mpeg2-format!dvd-player|play!dvd-player|vob!play
214,the aff-feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal . ,aff!+,job!great|image!great|image!job
215,loved the slim design . ,design!+,design!loved
216,this unit was working fine for the 1st month and a half and then the color-signal disappeared . ,color signal!-,unit!fine|month!1st|month!fine|fine!unit|half!fine|half!unit
217,apex has still not responded to my email describing the problem after almost a week and their customer-service-line is always busy . ,customer service!-,customer-service-line!busy|email!problem|apex!busy|week!problem
218,"it plays all my back-ups , + or - , and everything else i have put in it without a hick up . ",,
219,audio is excellent . ,audio!+,audio!excellent
220,well worth the money . ,,
221,"after having bought and been disappointed in another brand of dvd-player , i purchased the apex-ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected . ",,
222,"( good going , amazon ). ",,going!good|amazon!good
223,i am very pleased with the apex-ad2600.it plays just about anything you put in the drawer . ,player!+|format!+,
224,"so far i 've played regular dvd 's , backup-dvd-r 's , mp3-cd 's , and regular cd 's . ",,|dvd!regular|backup-dvd-r!regular|cd!regular|mp3-cd!regular|mp3-cd!dvd|cd!dvd
225,"i have not yet tried the photo-show-capability , but i 'm thinking that will probably work well too , based on the success with the above mentioned disks . ",,
226,i do want to mention too that it is certainly worthwhile to read the instruction-manual that comes with the unit . ,,
227,"the comments i 've read about having problems with this dvd-player all seem to stem from pushing the incorrect buttons on the dvd-remote.for-instance , pushing the button to play pal ( european type ) movies , when an ntsc ( usa-type ) movie-disk is in the disk-tray . ",,
228,"so , if you read the instructions well , you should n't have any problems with this dvd-unit . ",,
229,"i can 't speak to its long-term reliability , as i 've only had the apex-ad2600 for a little over a week at this point . ",,
230,"but , it seems to work so well now , that i do n't anticipate any problems with it . ",player!+,
231,bottom line for me is that for the price i do n't think you can go wrong at all by purchasing this dvd-player . ,,line!bottom
232,wow ! ,,
233,simple to use and hook up . ,player!+,
234,"comes with standard rca jacks for output , along with s-video output ( s-video-cable not included , must be purchased seperately ) and also component-video outputs . ",,|output!s-video|rca!standard
235,the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used . ,progressive scan!+,control!remote|button!remote|option!progressive
236,"i also own an "" apex-ad 1201 "" dvd-player and have had no problems with it since i purchased it almost 1 1/2 years ago . ",,dvd-player!problems
237,one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent . ,,model!silent|difference!big
238,and does n't need to be placed in a cabinet like the 1201 does . ,,
239,friends of mine who own apex-tv sets are also all very pleased . ,,mine!pleased
240,i would not hesitate to purchase this if you are uncertain of the brand-name . ,,
241,consider it for a future gift too ! ,,|gift!future
242,this dvd-play is basicly junk . ,player!-,dvd-play!junk
243,it wo n't play all of my movies . ,play!-,
244,keeps coming up with no disk errors . ,,
245,"i tried called apex-cust-service , no help . ",customer service!-,
246,do n't waste your money . ,,money!waste
247,"mine was 2 weeks old and i chucked it in the trash , where it belongs . ",player!-,
248,this is the 4 apex-player that i have bought . ,,
249,you might think you are saving money by buying an apex but in the long run you will spend more . ,,|run!long|money!run
250,each of the 4 lasted less than six months . ,player!-,
251,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere . ,,|sony!progressive|toshiba!sony
252,spend the money its well worth it . ,,
253,this is the best dvd-player i 've purchased . ,player!+,
254,"i 've owned a panasonic and sony dvd and this one outperforms in function and image-quality and most of all , access-speed . ",,|dvd!panasonic
255,"for those of you who has problems with this player , i 'd suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture , etc. ",,setting!right|mode!wrong
256,"this player has worked flawlessly for me and at this price , you can 't go wrong . ",player!+,player!worked|t!player
257,80 % of the features on here you will not get by spending $ 100 on a sony or panasonic . ,,
258,"having said that , this is what you do . "" add to cart "" ! ",,
259,""" check out "" ! ",,
260,""" enjoy "" ! ",,
261,i have sent my ad2600 back to apex because it wo n't play certain disney and other dvd movies ( no disc-message ) . ,play!-|dvd!-|no disc!-,disney!other|dvd!other|dvd!disney
262,they sent me a new ad2600 with the same problem . ,,ad2600!new|problem!new
263,i call-apex-customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i 'm stuck with a new dvd-player that wo n't play my kids disney movies . ,,disney!other|model!disney
264,i bought this dvd-player mainly because my old sharp dvd-player could not play most of the dvds from the store that i rent from and i had to watch them using my pc 's dvd-rom player . ,,|player!dvd-rom|pc!dvd-rom
265,"well , this apex-dvd-player turned out great ! ",dvd player!+,
266,"it plays basically every media i 've tested so far , even an old vcd that i ripped years ago and the rental dvd that could n't be played on my old $ 200 sharp player ! ",media!+,vcd!old|dvd!old|player!old|player!vcd
267,"i have to say i 'm also pretty impressed by the user-interface for playing jpeg , mp3 and mpeg files stored on cd-rs / dvds . ",user interface!+,
268,it 's almost like having a media player / file-manager built into the dvd-player . ,,|player!file-manager
269,i did not want to have high expectations for this apex-player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player . ,player!+,player!expensive
270,what more can you ask for from a $ 40 dvd-player ? ,,
271,i guess i 'm just lucky to get a good working unit ! ,,unit!good|guess!lucky
272,hope the unit lasts as i 've only had it for 3 days . ,,
273,and the slim form-factor together with the mirror-like front-panel sure makes the player-look-cool and pricey ! ,look!+,form-factor!slim|front-panel!slim
274,"one bad thing though , i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does . ",remote control!-,|thing!bad|remote-control!flimsy|bit!remote-control
275,"finally , amazon 's free shipping is really getting good , it took only 3 working days for the player to reach me ! ",shipping!+,shipping!free|amazon!free
276,"i purchased two of these players for christmas gifts , and both were bad . ",player!-,
277,the first one would n't work from the start . ,player!-,
278,the second lasted about two weeks before the video went out ! ,player!-,
279,"amazon.com promptly refunded my money for the first one , because a replacement was not available ( thanks amazon.com ! ",,replacement!available|money!refunded
280,i am still trying to resolve the problem with the second one . ,,
281,"i have tried several times to contact apex digital through their on-line support-site and their telephone-line , but they wo n't answer my emails and their telephone-line is always busy . ",on-line support!-,telephone-line!busy|apex!digital|support-site!telephone-line
282,i will never buy another apex digital product ! ,,product!digital|apex!digital
283,for the most part this is a good dvd-player . ,player!+,
284,"but about 25 % of dvd 's i 've played on ithave a problem , when watching a movie the picture will freeze , but the dvd still plays , and eventualy the picture kicks back in after skipping a few moments . ",dvd!-|picture!-|play!-,picture!freeze|movie!picture|problem!movie|dvd!problem
285,usually i just skip to the next chapter to avoid it . ,,|chapter!next
286,annoying . ,,
287,we have had this product for over a month and yesterday it stopped working . ,product!-,
288,it is connected to an old television-set via composite video and analog-audio outputs . ,,television-set!old
289,there was neither picture nor sound . ,picture!-|sound!-,
290,"connecting the same outputs to a video-card in my computer , there was sound but still no picture . ",,
291,"the trouble shooting section in the user 's manual , suggesting correct and secure connections , does n't help . ",,
292,i searched on the internet and found one tip which solved our problem : press-i/p-button on the remote control . ,,control!remote|tip!problem|press-i/p-button!remote
293,it makes the dvd-player to switch between interlace mode and progressive scan mode . ,,|mode!progressive|mode!progressive
294,obviously there is no composite video-output and different analog-audio signals at progressive scan mode . ,,|video-output!composite|mode!composite|analog-audio!different|analog-audio!video-output
295,we are overall pleased with product . ,product!+,
296,i would have rated it five stars but for the poor manual . ,manual!-,manual!poor
297,i think most of you people complaining about no video is due to you hitting the wrong button either the p/n = pal / ntsc or the i/p is set to progressive scan . ,,button!wrong|p/n!button|ntsc!p/n|i/p!ntsc
298,another stupid move . ,,move!stupid
299,i purchased this as a christmas-gift on 12-4 - 03 . ,,
300,it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was n't the only one this happened to . ) ,picture!-,picture!failed|unit!other|unit!only|time!picture
301,"i tried calling the support-number for a week , several times a day , and always got a busy signal . ",support!-,signal!busy|week!several|day!several
302,i also registered the unit-online and posted two messages to the apex-support-person ( there can 't possibly be more than one ! ,,
303,neither message was answered ( they ask for 24 hours before replying - i 've been waiting 27 days . ) ,support!-,
304,i finally returned the unit to the company along with copies of my messages and return info . ,,
305,"let me quote a customer-service-rep from one of the authorized apex-service locations in my state ( they only service-apex-tv 's , not dvd players ) : ",,
306,""" you can send it in , but i would n't count on ever seeing it or a replacement again . ",,
307,"it only read the dvds 10 % of the time , otherwise i would get a no disc-screen . ",dvd!-|read!-|no disc!-,
308,i got this dvd-player as a gift and had to send it back . ,,gift!dvd-player
309,"amazon was supposed to send me another one , but did n't and sent me a gift-certificate instead ( i 'm guessing because the price has gone up on this unit since december ). ",,
310,good : ,,
311,"progressive scan player for a relatively low price ( although the better known manufacturers like toshiba , pioneer , and panasonic are now offering lower-priced progressive scan players as well ) . ",progressive scan player!+,pioneer!known|player!progressive|price!progressive|toshiba!known|toshiba!pioneer|panasonic!pioneer
312,"seems to read most dvds fine , and reads quietly ( i had a pioneer-player that had fairly loud disc-spin-noise ) . ",dvd!+,disc-spin-noise!loud|pioneer-player!disc-spin-noise
313,"also , i have not had trouble reading svcds that i created and vbr-mp3 cds ( my old apex-ad-1200 had trouble with these ) . ",read!+|svcd!+|vbr mp3 cd!+,apex-ad-1200!old|apex-ad-1200!trouble|trouble!apex-ad-1200
314,"output through component connections looks very good , on my non-hd tv . ",output!+,|tv!non-hd
315,bad : ,,
316,"i 've had this player for several months and it reads most discs , but it would not recognize several discs that were clean and read on other players ( from friends season 2 ) . ",disc!-|recognize!-,season!other
317,"it would just spin up and stop , and display "" no disc "" . ",no disc!-,
318,"my other gripe is the incredibly crappy remote , which is worse than other , cheaper apex units . ",remote!-,apex!other|gripe!remote
319,"for some reason they made the navigation buttons all one button , a ring around the enter / play button . ",,
320,you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll . ,button!-,
321,"also , for some reason the picture looks washed out on s-video , with lots of color-bleeding , compared to a component-connection ( should not be much of a perceptible difference on a 27 "" tv ). ",s-video!-,|difference!perceptible|tv!perceptible
322,ok this is our first dvd-player so what do i know . ,,
323,"i checked out the amazon reviews and i 'm pleased to say mine worked , works , fine right out of the box . ",player!+,right!worked|box!worked
324,i like the auto-fit-feature = you can stretch widescreen dvd 's to normal . ,auto fit!+,|dvd!widescreen
325,lot 's of other features that i need to find out about . ,,lot!other
326,looks ok - very shiny chrome and mirrors . ,look!+,chrome!shiny
327,things that i 'd prefer different - there 's a red light that shines when it 's turned off ! ,,light!red
