,review,target,dp,dp_clause
30,"with a quick spin of the dial you can select shutter priority ( for high speed subjects ) , aperture priority ( for focal length ) or full program mode where the camera selects both for ideal photo quality . ",dial,quality|priority|priority|spin|dial,quality|spin|dial
31,it does n't do you any good if a camera has all the features but you can 't access them quickly when you need them ! ,,|access,t|access
32,"you feel like you are holding something of substance , not some cheap plastic toy . ",feel,toy|plastic|something,toy|plastic
33,"the more i work with it , the more i love it ! ",camera,work,
34,i would recomend that you purchase a lexar media cf for the camera as the sandisk card that comes packaged is too small and too slow ! ,,,cf
35,i did n't think i would find this quality and ease of use for under $ 1500 - i 'm thrilled with my purchase ! ,camera,|ease,quality|ease
36,"this is my first digital camera , and i am very pleased with it . ",camera,,camera
37,"i do not know a whole lot about photography , but i am happy to know that this camera can always perform , even as i grow in skill and knowledge . ",,,camera|photography
38,"but at the same time , it takes wonderful pictures very easily in "" auto "" mode , so that even an average joe like me can use it ! ",picture|auto mode,|joe,time|joe
39,i bought this last week through amazon . ,,|week,
40,has 4x optical zoom which is higher than any other in the same price range . ,optical zoom,,|4x
41,"maybe it is my lack of experience , but i found shots with this camera very disappointing . ",picture,lack,camera|lack
42,"me , i am going with a leica minilux ( the g3 was replacing mine which was stolen ) . ",,|minilux,minilux|mine
43,"i figure that is at least three years off , and i am getting impatient . ",,figure|impatient,|figure|impatient
44,hence i decided to spring for a point-and-shoot digicam that that would have features that would let me get around their inherent limitations . ,,,digicam
45,"i chose the g3 because of its reputation for very high quality , clean images . ",g3,quality|reputation,reputation
46,"the two limitations i knew i would have to deal with are the very long lag time before it focus-locks ( even in bright light ) , and the unsatisfactory light quality of the built-in flash . ",lag time,light|time|lag,|lag
47,"as of this writing , technology has not solved the focus-lock lag time problem for point-and-shoot digicams and anyone who is satisfied with it simply has never used a modern film slr . ",,slr|writing|problem|technology,slr|film|technology|writing
48,"at least once youve got focus lock , the shutter release lag time for the g3 is about 1/10 of a second , which from what ive read , is better than just about anything else available . ",,anything|lock,youve|lock
49,"once i get focus lock , i can then wait until my restless subject ( a pet or a child ) strikes an amusing pose and then fire the shutter with some reasonable probability of getting my subject still in focus . ",,subject|pet|child|probability,probability|subject|pet|subject|child
50,"i cant use my nikon external flash on a canon camera , but i can use my metz , with the proper metz module and extension cord connected between the g3 and the 60 ct-4 . ",,module|metz|cord|nikon,module|metz|cord|extension
51,"the g3 completely takes over controlling the duration of the metz flash , and most of the time , the exposure is spot on and when it isnt , its because youve exceeded the range of the metz flash itself . ",,youve|flash|spot,youve|flash|youve|flash|spot
52,what this plug-in reveals is the truly stunning quality of the raw g3 hardware . ,g3,quality|hardware,|hardware|hardware
53,this is the perfect camera for a photo hobbiest who wants to have easy point and shoot ability as well . ,camera,camera|hobbiest,camera|hobbiest|point
54,"manual functionality is excellent , downloading pictures is quick and a breeze , and the quality is astounding . ",manual function,functionality,quality|functionality
55,"i did a good month 's worth of research before buying this over other similar priced digital cameras , and this is the best buy for the buck . ",,month|worth|buy|buck,buy|buck|month|worth
56,"having used it for more than a month , i can say that it consistently produces topnotch photos . ",photo,,month
57,"the camera is a dream to operate in automode , but also gives tremendous flexibility in aperture priority , shutter priority , and manual modes . ",automode,dream|flexibility,priority|dream
58,about the only legitimate criticsm from the online reviews is that fact that the lens really does obstruct the viewfinder . ,viewfinder,lens|fact|criticsm,viewfinder|criticsm
59,"being a great fan of the g2 i set out with g3 with a somewhat negative expectation , difficult as it is to improve drastically on something already as ' perfect ' as the powershot g2 . ",,fan|expectation,something|fan|expectation
60,you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right . ,picture,,picture
61,"there are six default settings ( off , vivid , sepia , neutral , low sharpening , b & w ) as well as a ' custom effect ' that allows you to control sharpening , contrast and saturation . ",,|sepia|effect|contrast|saturation,w|sepia|b|custom|effect|contrast|saturation
62,"overall , the g3 delivers what must be considered the best image quality of any current > 4 megapixel digicams , from a detail , tonal balance and color response point of view . ",g3,quality|image|point|color|megapixel,quality|image|point|color
63,i love my g2 so thought i would upgrade . ,,g2,
64,"when shopping for digital cameras i looked at the nikon cp5700 , olympus c5050 , nikon cp5000 , and the canon g3 . ",,|cp5700|nikon,|cp5700|cp5000
65,"yes , all cameras except g3 were 5mp but i was looking for a lot more than just megapixel power . ",,,|power
66,"not only was i was shopping for a camera that would suit my casual and artistic photographic needs , i had to keep in mind that my fiance wanted to use this camera as well . ",,,camera
67,her main focus was having a camera that is easy to understand and use . ,,|focus,camera
68,the nikon 's are great cameras . ,,,nikon
69,"4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use ( has a great swivel lcd screen ) , a lot of features and add-on options , comes with great software ( not to be overlooked ) , and last but by far not least , received my fiance 's stamp of approval ( two thumbs up ! ) ",photo|use|software,screen|detail|lot,screen|detail|stamp
70,the powershot g3 is a great camera . ,camera,camera|g3,camera|g3|powershot
71,"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots . ",unresponsiveness,,unresponsiveness
72,"prior to the purchase , none of my digital camera friends mentioned the delay between pressing the shutter button and the camera taking the picture . ",,none|delay,|delay
73,"most of the time , my g3 is a well-behaved camera . ",,camera|g3,camera|time
74,"but once in a while , i run up against it 's major flaw : ",,,while
75,"dim or bright , it would never take a picture after the birthday candles had blown out , after the tae kwon do kick broke the board . ",,board|dim,kwon|tae|dim|board
76,"but do not assume , as i did , that the g3 has the same ability as [ your current film camera ] to stop the moment you choose . ",,|ability,
77,"from a dime store disposable to a top of the line eos , all film cameras share this ability to capture the moment you tell them to . ",,|dime,|store
78,this is my first digital camera and i could n't be happier . ,camera,,camera
79,"i did have ability to charge it every night , so do n't know how long it would have actually gone before dying . ",,,ability
80,"i 've only had it a week , but so far , everything about this camera is making me happy . ",camera,,week
81,the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging . ,battery,|camcorder,battery|camcorder
82,"one little minor flaw with this camera is that the lens is visible in the viewfinder , but does not detract from the image at all . ",viewfinder,,flaw
83,"as i said , this is the last digital camera i 'll buy , and if you are in the market one , my advice is to buy the best thing you can afford and keep it forever . ",,thing|market,market|thing|advice
84,"these things may get a lot better in the future , but from what i 've seen in the last few years , the technology for digital cameras is n't advancing at the pace of pc 's , phones and hard drives . ",,pc|technology|pace,lot|pace|pc
85,the best 4 megapixel/4x optical zoom camera available and fairly easy to use . ,camera,camera|megapixel/4x,camera|zoom|megapixel/4x
86,the g3 looks like a work of art ! ,look,,|work
87,"its silver magnesium finish is stunning , and the sharp lines and excellent grip are better than any other camera i 've seen . ",finish,finish|silver|grip|magnesium,grip|grip|finish|silver|magnesium
88,"i compared it to the olympus c5050z , the sony dcs-f 717 and the nikon 5700 . ",,,|dcs-f
89,it would have been a much easier choice if this were 5mp camera . ,,choice|camera,choice
90,it seems to me that after the focus and metering are complete there is quite a lag before the shutter ? ,lag,,focus|metering
91,it comes with a clearly written manual and the learning curve is not too too steep . ,manual,manual|curve,curve|learning
92,this camera has none of these flaws and will be something you 'll use all the time . ,camera,|something,|none
93,"my wife shuns all new technology and compained when i brought this home , but now she 's forever asking for the digital camera . ",,|technology,|wife
94,"and i let my kids shoot as many pics as they want , let them review them on the camera and just print the good ones ( which are not many ) . ",,,camera
95,"in short , i have a new slr with an expensive lens and several film point and shoots . ",,lens|slr|point|film,lens|slr|point
96,"it has a beautiful design , lots of features , very easy to use , very configurable and customizable , and the battery duration is amazing ! ",design|feature,design|battery|duration,duration|battery|design
97,"one bad thing is that it comes with a pitiful 32mb compactflash card , and for most purposes , it is not enough . ",compactflash,thing|compactflash,card|thing|compactflash
98,the g3 has most if not all of the features that you would want from a semi-pro / pro slr with a good range of manual options for those who know something about photography . ,feature,range|slr|semi-pro,|semi-pro
99,"in the hands of someone who does n't , it will yield good results on idiot program / auto mode . ",auto mode,mode|program|auto,|program
100,"my wife , who has never used a camera before , picked it up and soon got the hang of the fact that if you do n't like what you have created you just delete and try again . ",,|wife,fact|wife
101,"go out and get a 256meg card , it 's worth the expense . ",,expense,|expense
102,"if you can afford this camera , you can afford to get a better strap elsewhere - a very minor quibble . ",,camera|quibble,camera|strap|quibble
103,canon have packed a lot in here and the options and controls are easy to use and logically laid out . ,option|control,|lot,lot
104,range of functions - as indicated above - it has something for everyone : point and shoot power plus advanced functions for those who are serious about photography . ,function,range|power,range
105,i did extensive research before chosing the g3 but there 's nothing like picking one up and playing with it first . ,,,research
106,the macro works great for medical photographs and the auto mode is terrific for point and shoot . ,macro|auto mode,macro|macro,mode|auto|macro
107,this camera is closest to perfect than any other digicam that is 4-5 megapixel . ,camera,|digicam|megapixel,|megapixel
108,i 'm glad canon decided to keep the 4mp resolution and improved upon it with new technology ; ,4mp resolution,canon|technology,
109,i can 't fit all that resolution ( 4mp = 2272x 1704 resol . ) in my 19in flat monitor ( 1200x1024 resol . ) anyways . ,,|t|resol,|resol
110,"as with taking digital pictures , i notice other people including myself have errors on their compactflash which results in certain shots being partially taken or lost - this is an issue that seems to effect compactflash and other digicam brand . ",,notice|notice|brand|digicam,notice|effect|compactflash|brand|brand
111,"in terms of the shots taken , this camera is insanely great ! ",shot,camera,
112,"based on my used , 1 full charge was enough for at least 255 shots . ",,charge,
113,the compact flash is delicate and i hate to swap it in fear on the connetions ( camera and cf ) bending ( can lead to cf erros ) or losing it . ,,flash|cf|hate,flash|hate
114,"to address two previous somewhat negative reviews : ( 1 ) yes , the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; however , the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder . ",viewfinder,barrel|lens|part|corner,barrel|lens|viewfinder|lcd|part|corner
115,"( 2 ) there are , actually , several differences between the g2 and g3 , such as differences in continuous shooting , the optical lens , the control layout , playback zoom , image processing , and so on . ",,|layout|playback|processing,|layout|playback
116,"you see , i can 't rank the product since the merchant that amazon is collaborating with ( j and r camera . ) to bring us consumers better choices never sent me the product . ",,|j|t,|j|merchant
117,"although you may think you 're dealing with amazon , you 're dealing with some second rate store that you 've never heard of . ",,|store|rate,|rate
118,"they were n't busy enough to charge the credit card , though ! ",,|credit,
119,"although i tried contacting amazon to see if they can do anything , the replies i got were inept as if they had n't taken time to read the complaint . ",,time,time|time
120,this camera has a major design flaw . ,design,camera|flaw,camera
121,when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens . ,viewfinder,|corner,
122,"after about a minute of trying to tell me that most people use the lcd and not the view finder , they finally admitted , it was a design flaw in the camera . ",,|view|view,|finder
123,"however for me , i occasionally use the view finder and trying to frame in a picture with the lens blocking the view is too much . ",,|view|frame,|frame
124,"there 's a noticeable difference in the quality of a 4 megapixel image versus the 2 megapixels of the s330 , especially if you want to crop and enlarge the pictures . ",,|s330,
125,the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit : ,hot shoe flash,attachment|shoe,unit|flash|attachment|shoe
126,"this has made the greatest difference in the quality of my photographs : the built-in flash on any of these cameras gives you flat photos , red-eye , and annoying shadows ; a good add-on flash unit can be bounced off the ceiling or wall for pleasing , almost-natural lighting . ",,difference|quality|red-eye,unit|flash|red-eye|difference|quality
127,"i have yet to try using all of the adjustment options : shutter priority , aperature priority , light metering adjustments , etc. , but all controls are well thought out and and the manual is relatively clear . ",manual,manual|priority|metering,manual|metering
128,"i 've been bothered by blown-out highlights on the s330 , and the g3 seems to do only slightly better . ",highlight,,s330
129,"at the same time i purchased this camera i also bought adobe 's photoshop elments 2.0 software , and can 't praise it highly enough . ",,,t
130,"the bottom line : if you 're serious about your digital photography , or been bitten with the bug after using a digital point-and-shoot , this may be just the camera for you . ",,|photography|photography|point-and-shoot,camera|photography|photography|point-and-shoot
131,i 've now had the camera for two months and i 'm even more pleased with it . ,camera,,camera
132,i did buy the telephoto lens ( and the required extension ) . ,,|extension,|extension|telephoto
133,"very comfortable camera , easy to use , and the best digital photos you 're going to get at this price . ",camera,camera,
134,i 've been using the g3 for about six weeks and it has proven itself to be all that it 's advertised . ,g3,,g3
135,"after doing a hands-on comparison between the nikon coolpix 5700 and sony dsc-f 717 ( both of which lack the quality , feel , or features of the g3 ) , i ultimately chose the g3 because of its outstanding image quality ( resolution and coloration are superior ) . ",,quality|image|coloration,resolution|coloration|resolution|comparison|coolpix|sony
136,"it beats the competition in almost every area including battery life , enthusiast features , external flash capabilities , available storage types , image formats , and more . ",,life|enthusiast|storage,storage
137,this is a camera you will need to study and use in order to fully exploit its many features . ,,,camera
138,"it can be a point-and-shoot camera , but if you do not intend to "" get into "" it 's finer features , i 'd suggest a less enthusiast featured choice . ",,camera|enthusiast,enthusiast
139,canon 's optics are better and i believe their processing algorithms are also better . ,optic,canon|processing,processing|canon
140,for me on the fine resolution setting ( not maximum but very close ) this adds up to over 1000 images with the 1 gig card . ,,setting|resolution|maximum,resolution|setting|maximum
