,review,target,dp,dp_clause
94,the cons are n't really a big deal to me ... except one con that does annoy me is the way it stores files ... no folder-structure ... and it 's based on the title of the songs ... many of my songs where seperated into folders ( on the pc ) ... and a few had same titles ... so i had to change the titles to make sure that i did n't have any that might be the same as another . ,folder structure!-,deal!cons|way!cons|folder-structure!cons|title!folder-structure,title!many|deal!cons|way!cons|folder-structure!cons
95,and man ... i had to work to put my chinese songs on the player ... because i had the actual chinese names of the songs as the title .. ,chinese name!-,,title!work
96,"and since the current language-selection was english ( even though i think only the menu supports chinese , and not the track-info ) ... all it saw were "" ? "" s and even though the songs had different names in chinese .. ",,menu!supports|track-info!supports|language-selection!current,language-selection!current|track-info!supports|menu!supports
97,"if it had the same number of "" ? "" s then it would ask if you want to overwrite another song that just had the same number of "" ? "" s. . . ",,|number!same,number!same
98,"once you start sending files , it 'll continue until it 's done or it hits a song that has the same title as another song ... at which point you can skip , skip all , replace , replace all , or cancel . ",,|title!same|song!same,title!same|song!same
99,so i do n't know what the previous review that could n't do more than 30 songs is talking about . ,,|review!previous,review!previous
100,"the mediasource itself was flaky ... crashing my explorer twice within the first hour ( the crash did n't require a reboot ) ... but after another reboot , it has n't crashed since . ",,mediasource!flaky|hour!crash|explorer!crashing|reboot!crash|crash!reboot,reboot!crash|mediasource!flaky|explorer!crashing|hour!crash|hour!reboot|crash!reboot
101,there 's a dent on the upper-back-right and lower-back-right corners ... not too obvious unless you 're up close . ,,,dent!dent
102,"people also have complained about the case not having a window , but that 's not really a big deal to me either -- the case is sturdy and offers very good protection . ",case!+,case!sturdy|deal!big,deal!big|case!sturdy
103,"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) . ",sound quality!+|battery!+,quality!excellent|battery!advantage|screen!bright|advantage!battery,battery!replaceable|battery!advantage|screen!bright|unit!cool|quality!excellent|advantage!battery
104,the only thing i 'm concerned about is the quality / longevity of the buttons on the thing . ,button!-,|thing!only|longevity!only,thing!only|longevity!only
105,"my "" fast forward "" button works , but it takes a little extra pressure on it to make it go . ",button!-,|pressure!little,pressure!little
106,"it still fits in the palm of your hand , and it 's not heavy . ",size!+,,palm!heavy
107,"i use-mine at the office , in the car ( with a cassette-adapter ) , and will be taking it on a flight back east for the holiday . ",,|flight!east|holiday!flight,flight!east|holiday!flight
108,"bottom line ... great product , unbeatable price . ",product!+,product!great|line!great|price!unbeatable|price!great,line!bottom|product!bottom|price!unbeatable|price!great
109,"if you do n't have tags , it 'll lump all of your tracks into the same directory and they cannot be searched via artist or album as the zen does not recognize folders . ",id3 tag!-,|directory!same,directory!same|lump!same|artist!lump|album!artist
110,i just received my 40gb zen-xtra-yesterday and i 'm extremely pleased with it . ,player!+,|zen-xtra-yesterday!40gb,zen-xtra-yesterday!pleased
111,my brother bought an ipod this past summer and my dad bought the original zen around the same time .. ,,|summer!past|zen!original|brother!zen|time!same|ipod!brother|dad!brother,time!same|summer!past|zen!original|brother!zen|ipod!brother|dad!brother
112,i did have to put a little work into renaming some duplicate file names to get all my music on my zen-xtra but it was n't a big problem . ,transfer!-,,music!big|zen-xtra!music
113,"it was always after it finished a process or something , so it did n't cause any file errors . ",,,process!errors|something!process
114,now that i have all my music on it there has n't been any more problems . ,player!+,,music!problems
115,the screen is large and bright and has all the info i need where i need it . ,screen!+,|screen!large,screen!large
116,the little jog-dial seems weak and quirky and i hope i do n't figure out a way to break it . ,jog dial!-,hope!weak,|hope!weak
117,all in all though i 'm very happy with my new mp3-player . ,mp3 player!+,|mp3-player!new,
118,"i 'll admit that i 'd own an ipod if i had money to burn , but for the money this is a much better buy . ",,buy!better|money!better|ipod!own,ipod!own|buy!better|money!better
119,i purchased the nomad-jukebox-zen xtra 40gb and it is fantastic ! ,nomad!+,|xtra!nomad-jukebox-zen,xtra!nomad-jukebox-zen
120,if you have always on internet or are logged into the internet you can use the feature that will download the album & song-id-information ( this is a free service ) with the click of a button . ,,service!free,service!free|song-id-information!free|album!song-id-information|feature!album|internet!feature
121,finding a particular song ( s ) or album on the nomad-jukebox is fast and easy . ,finding!+,|song!particular|album!particular,song!particular|album!particular
122,i like to play my music by album and the nomad-jukebox plays the songs in the same order as the actual cd . ,,|order!same,order!same|cd!actual
123,"nice palm sized unit , somewhat bigger then the ipod but not an issue if you 're not going to try & jog with it or something . ",size!+,unit!nice|palm!nice,palm!nice|unit!nice
124,"all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukeboxed ( ipod , archos , dell , samsung ) . ",sound quality!+,quality!best|mp3!creative|generation!best|ipod!generation|archos!ipod|dell!ipod,quality!best|mp3!creative|generation!2nd|generation!best|ipod!generation|archos!ipod|dell!ipod
125,"i 've tried the belkin-fm-transmitter unit with it & it worked well when i set it on top of a portable radio , but was awful trying to use in the car which is somewhat of a disappointment . ",player!-,radio!portable|top!portable|unit!belkin-fm-transmitter,unit!belkin-fm-transmitter|radio!portable|top!portable
126,- the controls are much inferior to the simple ipod ones . ,control!-,|ipod!simple,ipod!simple
127,the black fly-wheel feels pretty cheap & is uncomfortable to use . ,fly wheel!-,,fly-wheel!black
128,- large easy readable screen ,screen!+,screen!easy,screen!large
129,"i then installed the software manually instead , after having to click past about 5 windows of "" please register with us so we can spam your inbox "" . ",,,inbox!past
130,"at this time , i decided to turn the player on , and much to my surprise it comes with quite the little library of classical music , one of which is a childhood-favorite , bach 's air . ",,|library!little|music!little|air!little|bach!childhood-favorite,library!little|music!little|air!little|bach!childhood-favorite
131,"it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk . ",play!-,,unit!wildly|matter!unit|song!matter|desk!unit
132,"had there been strange noises , or obvious defects , i would have accepted a replacement , but this is clearly from a defective and inferior operating-system and i for one do not intend on waiting for patches . ",software!-,operating-system!defective|replacement!operating-system,replacement!noises|operating-system!defective
133,"if you arent hooked up to cddb to get the album-info i guess you have to manually input the stuff , but that little work will save you looking for songs . ",,,input!little
134,this product is too fragile for normal use . ,player!-,product!fragile|use!normal,product!fragile|use!normal|use!product
135,"you are better off deleting it , re-ripping it with the new title and then transferring it to the player . ",,|title!new,title!new
136,"i must have differing preferences than others here , as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players . ",earbud!+,,sony!prefer
137,i have 100 of my cd 's transferred and have n't made a dent in the 30 gb-drive . ,,gb-drive!dent,|gb-drive!dent
138,to me this alludes to the manufacturer 's confidence that the product will last for a year . ,,|product!last|confidence!product|year!product,product!last|confidence!product|year!product
139,"i am a software-engineer and if i wrote an interface to my software that worked like this , there would be hell to pay , not to mention the ridicule from my peers . ",,,interface!worked|hell!interface|software-engineer!hell|software!interface
140,"the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls , especially the scroll-wheel . ",control!-,|material!much|way!material|scroll-wheel!material,material!much|way!material|scroll-wheel!material
141,"there are no other aftermarket cases available for this model yet , so you have to live with it . ",,aftermarket!available,aftermarket!other
142,"despite the things that i have listed so far , i could live with this item since it saves me from lugging a cd-case to work , to the gym , in the car , etc. . ",player!+,,item!live
143,however the main reason i am not satisfied with this product is the fact that it will lock up at odd times . ,lock up!-,|reason!main|fact!main,reason!main|fact!main
144,"the files are there , but i could not access the player without removing the battery , waiting a short period and re-inserting the battery . ",,|period!short,period!short
145,left it set on my desk came back five minutes later and it just wanted to keep playing the same song over and over . ,,|song!same,song!same
146,"quite simply , the firmware and / or the os that control this thing is not ready for prime time . ",firmware!-,firmware!ready|time!prime,firmware!ready|time!prime|time!firmware
147,"now i have not owned other mp3 players as i was waiting until they matured , but since i received it as a gift i now have this one . ",,|mp3!other,mp3!other
148,i would suspect that there are similar problems with all of the other brands as this is somewhat new technology . ,,technology!problems,technology!new
149,and we all know about the rush to market on new products . ,,|rush!new,rush!new
150,"i have had this player for 2 weeks , i will be returning it for an exchange in the hopes that the locking problem and scroll-wheel are problems with this particular unit . ",,problem!problems|scroll-wheel!problems|unit!particular,problem!problems|scroll-wheel!problems|unit!particular|unit!problem
151,while i am at the store i will definitely get the extended warranty as i have another day or so ( from the purchase-date ) to obtain one . ,,|warranty!extended|store!warranty,warranty!extended|store!warranty
152,"i know this unit will have problems in the future and the $ 40 for the 2 year "" no questions asked "" replacement-warranty will be worth it , since creative will only warrant it for 90 days - which in itself is totally ridiculous ! ",warranty!-,replacement-warranty!worth|unit!problems|future!problems,replacement-warranty!worth|unit!problems|future!problems|future!unit
153,"this is my second creative labs mp3-player , and it is definitely a fine product . ",player!+,mp3-player!creative|product!creative,product!fine|mp3-player!second
154,first of all the player 's sound quality is superior to the ipod . ,sound quality!+,|quality!sound|player!sound,quality!sound|player!sound
155,"to keep it short , this is cheaper , and in my opinion a better choice than an ipod . ",player!+,choice!better|opinion!better|ipod!better,|choice!better|opinion!better|ipod!better
156,"otherwise , you 'll have to mess around a lot with filenames inside the ( decent ) nomad-explorer , which is not fun at all . ",,,nomad-explorer!decent
157,overall i like the unit . ,unit!+,|unit!overall,unit!overall
158,i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ) . ,player!-,|distance!short|ft!short,distance!short|ft!short
159,i think it fell right on the earphone-plug when it fell ( murphy strikes again ) . ,,,murphy!fell
160,i purchased the extended warranty ( something i almost never do ) when i returned the unit to get the replacement . ,,|warranty!extended|something!extended,warranty!extended|something!extended
161,when i first purchased the unit i downloaded the firmware update that was available on their website . ,,|unit!downloaded,firmware!available|unit!downloaded
162,"if you 're someone who wants to put 10,000 songs on this thing you may want to encode at the lower end ( typically 128 is considered close to cd-quality ). ",,,someone!close
163,"price , along with the replaceable battery ( which i understand apple charges a small fortune to replace - as well as the hassle of returning it ) were the two main factors on why i picked the nomad . ",price!+,battery!replaceable|apple!fortune|price!main|fortune!apple,apple!fortune|battery!replaceable|price!main|fortune!apple
164,it using something called ac3 ( at least the trial-song i purchased was in this format ) which is not a compatible format for the nomad . ,,format!compatible|format!compatible|nomad!compatible,format!compatible|nomad!compatible
165,my 2.6 mhz-pentium 4 with usb 2.0 was able to perform the task pretty quickly ( i would estimate ~ 5 - 8 minutes per cd ). ,,|mhz-pentium!able|usb!able,mhz-pentium!able|usb!able
166,"this is a nice feature ( i.e. it 's early in the morning and you rather listen to "" easy listening "" rather than "" heavy metal "" - no problem . ",software!+,feature!nice|listening!easy|problem!heavy|metal!heavy,listening!easy|feature!nice|metal!nice|problem!heavy
167,the sound from the player is ok . ,sound!+,|sound!ok|player!ok,sound!ok|player!ok
168,i was a little disappointed in the low end . ,sound!-,|end!low,end!low
169,the sound level is also not as high as i would have expected . ,sound!-,|level!high,level!high
170,"it 's probably good for the health of your ears , however i consistently play it near the high end of the volume-range ( and my hearing is fine ). ",,hearing!fine|end!high,end!high|volume-range!high|hearing!fine
171,"wow , dennis sure is great ! ",,,dennis!sure|wow!sure
172,"slowly yet surely my unit engorged as i read my own review , similar to when i look in the mirror . ",,|review!own|look!review,review!own|look!review
173,"this thing is great , i like to use it to pick up tough stains on my countertop and also to listen to my old 8-track records . ",this thing!+,thing!great|countertop!stains|8-track!old,countertop!stains|thing!great|8-track!old
174,"i did have some problems figuring out how to turn the unit on , but creative did a good job with this , as they had a clearly labled "" on "" button that i found when i left my cellar for the first time in years . ",,job!good|time!first,job!good|cellar!left|time!first|time!cellar
175,i got my zen xtra a little bit more then a week ago . ,,|bit!little,bit!little
176,it was not my first choice . ,,|choice!first,choice!first
177,sure enough there is no such ability . ,,|ability!such,ability!such
178,"you even can not navigate by genre / artist / album since under genre you get just all tracks in that genre , no other division . ",navigation!-,|division!other|genre!division,division!other|genre!division
179,"creative is talking about updating it via firmware , however after following some while the descussion groups for nomad players , looks like creative represents mostly bug fixes in their firmware updates , not too much of new features . ",,,firmware!like
180,"transfer files is easy using notmad , however again , would be great if nomad supported folders like iriver , rca-lyra and some other . ",,nomad!supported|transfer!easy|iriver!supported|rca-lyra!iriver,nomad!supported|rca-lyra!supported|transfer!easy|iriver!supported|iriver!rca-lyra
181,"artist , album and genre are only mp3 tags which are supported buy this player , and if you have 100 artists would be good to have another subcategory . ",,subcategory!good,|subcategory!good
182,"the bottom line , i 'll still watch the progress of iriver-hdd players and if they produce 40 gb-player i 'll will sell my nomad and buy iriver . ",,line!progress,line!bottom|line!progress
183,most people probably wanted the ipod before realizing that a vast array of full-featured viable alternatives exist . ,,|array!vast|array!viable,|array!viable
184,"i like the way-apple is innovative , but let 's face it - they can 't be the only one with an idea to enclose a 2.5 "" hd within an aluminum-case in a stylish package for long , especially after the buzz is out of their little techie-pod . ",,package!stylish|way-apple!innovative|techie-pod!little|t!only|idea!t|aluminum-case!stylish|buzz!little,package!stylish|way-apple!innovative|techie-pod!little|t!only|idea!only|idea!t|aluminum-case!stylish|buzz!little
185,"longer battery-life , greater accessibility to online music services , and pc-compatibility are the sensibilities . ",battery life!+,|accessibility!battery-life|pc-compatibility!battery-life,accessibility!battery-life|accessibility!online|pc-compatibility!battery-life|pc-compatibility!accessibility|music!online
186,"the visceral teases include the case , the sound quality , and the capacity . ",,|quality!sound|case!sound|capacity!case,quality!sound|case!sound|capacity!case
187,i just purchased this player and i have to say that i love it . ,player!+,,player!love
188,"the sound is excellent , the battery-life is excellent , the fact that the battery is replacable is excellent , and finally the price , $ 200 cheaper than the 40gb ipod , is excellent . ",sound!+,sound!excellent|battery-life!excellent|fact!sound|battery!replacable|price!sound|ipod!40gb,price!cheaper|fact!excellent|battery-life!excellent|sound!excellent|battery!replacable|ipod!price
