,0,aspect,prediction
138,"the only drawbacks i 've encountered are : 1 indoor shots from a distance > 8ft lack contrast and color , but i 've found this to be a problem with all cameras with built-in flashes that i 've used even on a nikon slr . ",indoor shot!-,distance!drawbacks
139,"right now , i 'm researching for an inexpensive slave flash unit that 's designed for digital cameras . ",,unit!inexpensive|slave!inexpensive|flash!inexpensive
140,2 the battery life seems to be on the short side but adequate for most situations . ,battery life!-,|side!short
141,i got 45 outdoor and 15 indoor shots with the monitor on turning the camera off and on over a 4 hour period before the battery died . ,,battery!died|monitor!battery|period!battery
142,an extra for a back-up battery would be a good investment . ,,investment!good|battery!back-up
143,i 'll still use my photosuite for editing . ,,
144,one more thing about indoor shots - many of the reviews knocked this camera for low light focusing . ,,|thing!indoor|camera!many
145,"in summary , i love this camera and would whole-heartedly recommend this to anyone wanting a high quality point and shoot camera in the medium price range . ",camera!+,camera!love|camera!recommend|point!high|quality!high|summary!camera|anyone!point|range!camera
146,i bought a digi-slave dsf-1s flash unit . ,,|unit!digi-slave|flash!digi-slave
147,"i also got a ur-e 4 step down ring adapter , lc-e 900 lens cap , and the nikon 28mm filter set . ",,|cap!lc-e|adapter!lc-e|set!adapter|lens!adapter|nikon!adapter|step!ur-e|mm!adapter|filter!adapter
148,this provides added protection for the camera lens and allows the use of filters . ,,
149,i leave the adapter and uv filter on all the time . ,,
150,great camera . ,camera!+,camera!great
151,it takes great pictures . ,picture!+,
152,now where did i put that manual ? ,,
153,do n't let my five star rating fool you . ,,
154,the nikon coolpix 4300 deserves six . ,,
155,i got this camera about a month ago and i can 't put it down . ,camera!+,
156,i selected the 4300 right away and have gotten high quality pictures every time . ,picture quality!+,|quality!high
157,i would also recommend buying an extra battery and at least a 128 mb compact flash type i memory card . ,,card!compact|card!recommend|battery!extra|battery!recommend|mb!compact|flash!compact|type!compact|memory!compact
158,buy this camera and savour it . ,,
159,i reviewed several digital cameras before settling on this one . ,,
160,this one was rated very high by several people check out this site and epinions.com . ,,
161,i have not been disappointed with my purchase . ,camera!+,
162,picture quality in outdoor settings is indistinguishable from 35mm . ,picture quality!+,quality!indistinguishable|picture!indistinguishable|mm!quality
163,"on average , indoor shots with a flash are not quite as good as 35mm . ",indoor shot!-,flash!good
164,"however , the convenience of using digital far outweighs the slightly less accurate indoor pictures . ",,
165,i am extremely satisfied with this camera . ,camera!+,
166,i purchased it from amazon on a since discontinued promotion . ,,promotion!discontinued
167,buy an extra battery - life is good but still somewhat short . ,,life!good|battery!extra
168,do n't buy this camera if you are not going to purchase a 128 megabyte card . ,,
169,read the directions ! ,,
170,the regular mode in this camera works for 80 % of settings . ,,mode!works|camera!works|%!mode
171,"the "" scene "" mode works well for the remainder of shots that are not going to be in a "" regular "" setting . ",scene mode!+,scene!works|setting!regular|mode!scene|remainder!scene
172,"buy this camera , you wo n't regret it . ",,
173,"after a lengthy and extensive journey for a feature-loaded , high performance , travel size camera , i initially gravitated to this little gem because of the superior picture quality 4 mega pixel . ",picture quality!+,journey!lengthy|performance!lengthy|pixel!superior|picture!superior|quality!superior
174,its easy to use and the sheer fun of being able to use an array of nikon accessories like the telephoto and wide-angle lenses is the proverbial icing on the cake . ,use!+|accessory!+,icing!easy|cake!easy
175,i own a 35mm slr camera and this is my second digital . ,,
176,"if you 're seeking that elusive state of photographic euphoria that is free of buyer 's remorse and filled with cool , then travel to the world of the coolpix 4300 ! ",,
177,had it for a week . ,,
178,"there are so many functions in this little , yet powerful camera ! ",camera!+,camera!powerful
179,seriously ! i love it ! ,camera!+,
180,"better actually cause my carpet looks clean , lol . ",,
181,but this camera is great ! ,camera!+,camera!great
182,but it works perfectly fine on my parent 's computer . ,,
183,8mb for a camera like this is a joke . ,8mb!-,8mb!joke|camera!joke
184,a card with more memory is a must . ,,
185,"a minor quibble , since most cameras on the market still only include the 8mb cards . ",,
186,2 it is easy enough for my grandmother to use . ,use!+,
187,4 it has optional lenses like wide angles and extra zooms . ,,
188,7 picture quality is excellent . ,picture quality!+,quality!excellent|picture!excellent
189,8 battery life is excellent . ,battery life!+,life!excellent|battery!excellent
190,9 3x built-in optical zoom is a lot for this price range . ,optical zoom!+,|zoom!optical|lot!optical|3x!lot
191,10 great price for all the features . ,price!+,price!great
192,here 's what you may miss or be annoyed by with this camera : ,,
193,1 no direct firewire to the camera . ,firewire!-,
194,"there is usb , though . ",,
195,"this does n't affect the picture , of course . ",,
196,you just have to use the lcd viewfinder to see the whole picture . ,,|picture!whole
197,it 's no problem for me personally . ,,
198,3 battery has to be removed to recharge . ,,
199,5 two different adapters -- ur-e 4 and ur-e 7 -- are required for some attachment lenses . ,,
200,"i am new to the whole digital camera thing ; well , new to the whole camera thing period , really . ",,|thing!whole|camera!whole|period!thing
201,"this camera was affordable , very easy to learn , and produces spectacular images . ",price!+,camera!affordable
202,"overall the nikon 4300 is a very dependable , robust , and useful little camera . ",camera!+,camera!useful
203,awesome camera with huge print quality in a tiny package . ,camera!+|print quality!+,camera!awesome|quality!awesome|package!awesome|print!huge
204,"the same 4mp chip from the 4500 camera , plus a 3x zoom with the ability to expand upon that with extenders , great closeup mode , long lasting rechargable battery , etc etc. ",closeup mode!+|battery!+,mode!great|closeup!great|chip!4mp|camera!4mp|zoom!chip|3x!chip|battery!long|battery!great|ability!chip
